cycle,event,id,type,temporal_reference,bank,hold_total
147037814,START,58,2,10,-1,74076576
147056869,DISPLAY,57,2,9,1,74095630
149025497,READY,58,2,10,2,74095630
149025498,START,59,2,11,-1,74095630
150057962,DISPLAY,58,2,10,2,75128093
152019214,READY,59,2,11,0,75128093
152019375,START,60,1,0,-1,75128093
152059962,DISPLAY,59,2,11,0,75128093
154092836,START,61,2,3,-1,75128093
154092837,READY,60,1,0,1,75128093
156152522,READY,61,2,3,2,75128093
156152523,START,62,3,1,-1,75128093
157551070,READY,62,3,1,2,75128093
157551072,START,63,3,2,-1,75128093
159006850,READY,63,3,2,3,75128093
159006852,START,64,2,4,-1,75128093
159068869,DISPLAY,62,3,1,2,75128093
161080760,READY,64,2,4,0,75128093
162069963,START,65,2,7,-1,76117295
162069963,DISPLAY,63,3,2,3,76117295
164071963,DISPLAY,61,2,3,2,76117295
164089906,READY,65,2,7,1,76135238
164089908,START,66,3,5,-1,76135239
165709629,READY,66,3,5,2,76135239
165709631,START,67,3,6,-1,76135239
167076869,DISPLAY,66,3,5,2,76135239
167178326,READY,67,3,6,3,76135239
167178328,START,68,2,8,-1,76135239
169187186,READY,68,2,8,2,76135239
170077963,START,69,2,9,-1,77026015
170077963,DISPLAY,67,3,6,3,77026015
172079963,DISPLAY,65,2,7,1,77026015
172139775,READY,69,2,9,0,77085827
172139777,START,70,2,10,-1,77085828
175084869,DISPLAY,69,2,9,0,80030919
177184577,READY,70,2,10,1,80030919
177184578,START,71,2,11,-1,80030919
178085963,DISPLAY,70,2,10,1,80932303
180205439,READY,71,2,11,2,80932303
180205600,START,72,1,2,-1,80932303
182089963,DISPLAY,71,2,11,2,80932303
182377620,START,73,3,0,-1,80932303
182377621,READY,72,1,2,0,80932303
184006003,READY,73,3,0,2,80932303
184006005,START,74,3,1,-1,80932303
185094870,DISPLAY,73,3,0,2,80932303
185721200,READY,74,3,1,3,80932303
185721202,START,75,2,3,-1,80932303
187096870,DISPLAY,74,3,1,3,80932303
187938794,READY,75,2,3,1,80932303
187938795,START,76,2,4,-1,80932303
190097963,DISPLAY,71,2,11,2,80932303
194101963,DISPLAY,75,2,3,1,84936303
194185616,READY,76,2,4,2,84936303
194185617,START,77,2,7,-1,84936303
197106870,DISPLAY,76,2,4,2,87857555
199617758,READY,77,2,7,0,87857555
199617759,START,78,3,5,-1,87857555
201538351,READY,78,3,5,2,87857555
201538353,START,79,3,6,-1,87857555
203112870,DISPLAY,78,3,5,2,87857555
203466669,READY,79,3,6,3,87857555
203466671,START,80,2,8,-1,87857555
205955177,READY,80,2,8,1,87857555
206113963,START,81,2,11,-1,88016340
206113963,DISPLAY,79,3,6,3,88016340
208115963,DISPLAY,77,2,7,0,88016340
211120870,DISPLAY,80,2,8,1,91021247
211646373,READY,81,2,11,2,91021247
211646374,START,82,3,9,-1,91021247
213658980,READY,82,3,9,2,91021247
213658982,START,83,3,10,-1,91021247
215124870,DISPLAY,82,3,9,2,91021247
215723148,READY,83,3,10,3,91021247
215723310,START,84,1,2,-1,91021247
217921220,START,85,3,0,-1,91021247
217921221,READY,84,1,2,0,91021247
218125963,DISPLAY,83,3,10,3,91225989
219844255,READY,85,3,0,2,91225990
220127963,DISPLAY,81,2,11,2,91509696
220127964,START,86,3,1,-1,91509697
221883212,READY,86,3,1,3,91509697
221883214,START,87,2,3,-1,91509697
223132870,DISPLAY,85,3,0,2,91509697
224205345,READY,87,2,3,1,91509697
225134870,START,88,2,4,-1,92439221
225134870,DISPLAY,86,3,1,3,92439221
227546951,READY,88,2,4,2,92439221
227546952,START,89,2,5,-1,92439221
228135963,DISPLAY,84,1,2,0,92439221
232139963,DISPLAY,87,2,3,1,96443221
233982325,READY,89,2,5,0,96443221
233982326,START,90,2,6,-1,96443221
235144870,DISPLAY,89,2,5,0,97605764
237652882,READY,90,2,6,1,97605764
237652883,START,91,2,7,-1,97605764
238145964,DISPLAY,90,2,6,1,98098844
240703548,READY,91,2,7,2,98098844
240703549,START,92,2,8,-1,98098844
242149964,DISPLAY,91,2,7,2,99545258
244730641,READY,92,2,8,0,99545258
244730642,START,93,2,9,-1,99545258
245154870,DISPLAY,92,2,8,0,99969485
247736253,READY,93,2,9,1,99969485
247736254,START,94,2,10,-1,99969485
249158870,DISPLAY,93,2,9,1,101392100
251767031,READY,94,2,10,2,101392100
251767032,START,95,2,11,-1,101392100
252159964,DISPLAY,94,2,10,2,101785031
254781523,READY,95,2,11,0,101785031
254781684,START,96,1,2,-1,101785031
256163964,DISPLAY,95,2,11,0,101785031
257084553,START,97,3,0,-1,101785031
257084554,READY,96,1,2,1,101785031
259222168,READY,97,3,0,2,101785031
259222170,START,98,3,1,-1,101785031
261170870,DISPLAY,97,3,0,2,101785031
261266054,READY,98,3,1,3,101785031
261266056,START,99,2,5,-1,101785031
263172870,DISPLAY,98,3,1,3,101785031
263924449,READY,99,2,5,2,101785031
263924450,START,100,3,3,-1,101785031
265962246,READY,100,3,3,2,101785031
266173964,DISPLAY,95,2,11,0,101996747
266173965,START,101,3,4,-1,101996748
268228144,READY,101,3,4,3,101996748
268228146,START,102,2,8,-1,101996748
270177964,DISPLAY,100,3,3,2,101996748
272985520,READY,102,2,8,0,101996748
273182871,START,103,3,6,-1,102194098
273182871,DISPLAY,101,3,4,3,102194098
275184871,DISPLAY,99,2,5,2,102194098
275355630,READY,103,3,6,2,102194098
275355633,START,104,3,7,-1,102194099
277526613,READY,104,3,7,3,102194099
277526615,START,105,2,11,-1,102194099
278185964,DISPLAY,103,3,6,2,102194099
280187964,DISPLAY,104,3,7,3,102194099
280415517,READY,105,2,11,1,102194099
280415518,START,106,3,9,-1,102194099
282660235,READY,106,3,9,2,102194099
283192871,DISPLAY,102,2,8,0,102726733
283192872,START,107,3,10,-1,102726734
285194871,DISPLAY,106,3,9,2,102726734
285445369,READY,107,3,10,3,102726734
285445531,START,108,1,2,-1,102726734
287777305,START,109,3,0,-1,102726734
287777306,READY,108,1,2,2,102726734
288195964,DISPLAY,107,3,10,3,103145392
290197964,DISPLAY,105,2,11,1,103145393
290339126,READY,109,3,0,2,103145393
290339129,START,110,3,1,-1,103145394
292443092,READY,110,3,1,3,103145394
292443094,START,111,2,3,-1,103145394
293202871,DISPLAY,109,3,0,2,103145394
294891190,READY,111,2,3,0,103145394
295204871,START,112,2,4,-1,103459074
295204871,DISPLAY,110,3,1,3,103459074
297734569,READY,112,2,4,1,103459074
297734570,START,113,2,5,-1,103459074
299208871,DISPLAY,108,1,2,2,103459074
302209964,DISPLAY,111,2,3,0,106460167
303261546,READY,113,2,5,2,106460167
303261547,START,114,2,8,-1,106460167
305214871,DISPLAY,113,2,5,2,108413490
307946506,READY,114,2,8,0,108413490
307946507,START,115,3,6,-1,108413490
310036604,READY,115,3,6,2,108413490
310036606,START,116,3,7,-1,108413490
310217964,DISPLAY,115,3,6,2,108413490
312106356,READY,116,3,7,3,108413490
312106358,START,117,2,11,-1,108413490
312219964,DISPLAY,116,3,7,3,108413490
