cycle,event,id,type,temporal_reference,bank,hold_total
568475967,DISPLAY,227,3,10,3,111672557
570477968,DISPLAY,225,2,11,1,111672558
570485176,READY,229,3,0,2,111672558
570485179,START,230,3,1,-1,111672559
572415672,READY,230,3,1,3,111672559
572415674,START,231,2,5,-1,111672559
573482874,DISPLAY,229,3,0,2,111672559
575148358,READY,231,2,5,0,111672559
575484874,START,232,3,3,-1,112009074
575484874,DISPLAY,230,3,1,3,112009074
577366313,READY,232,3,3,2,112009074
578485968,DISPLAY,228,1,2,2,113128727
578485969,START,233,3,4,-1,113128728
580373795,READY,233,3,4,3,113128728
580373797,START,234,2,8,-1,113128728
580487968,DISPLAY,232,3,3,2,113128728
583162906,READY,234,2,8,1,113128728
583492874,START,235,3,6,-1,113458695
583492874,DISPLAY,233,3,4,3,113458695
585413992,READY,235,3,6,2,113458695
585494874,DISPLAY,231,2,5,0,113539575
585494875,START,236,3,7,-1,113539576
587397816,READY,236,3,7,3,113539576
587397818,START,237,2,11,-1,113539576
588495968,DISPLAY,235,3,6,2,113539576
590087194,READY,237,2,11,2,113539576
590497968,START,238,3,9,-1,113950349
590497968,DISPLAY,236,3,7,3,113950349
592386872,READY,238,3,9,2,113950349
593502874,DISPLAY,234,2,8,1,115066349
593502875,START,239,3,10,-1,115066350
595371965,READY,239,3,10,3,115066350
595372127,START,240,1,2,-1,115066350
595504874,DISPLAY,238,3,9,2,115066350
597902671,START,241,3,0,-1,115066350
597902672,READY,240,1,2,0,115066350
598505968,DISPLAY,239,3,10,3,115669646
600474494,READY,241,3,0,2,115669647
600507968,DISPLAY,237,2,11,2,115703119
600507969,START,242,3,1,-1,115703120
602414781,READY,242,3,1,3,115703120
602414783,START,243,2,5,-1,115703120
603512875,DISPLAY,241,3,0,2,115703120
605033242,READY,243,2,5,1,115703120
605514875,START,244,3,3,-1,116184752
605514875,DISPLAY,242,3,1,3,116184752
607330329,READY,244,3,3,2,116184752
608515968,DISPLAY,240,1,2,0,117370389
608515969,START,245,3,4,-1,117370390
610317672,READY,245,3,4,3,117370390
610317674,START,246,2,8,-1,117370390
610517968,DISPLAY,244,3,3,2,117370390
612968518,READY,246,2,8,2,117370390
613522875,START,247,3,6,-1,117924746
613522875,DISPLAY,245,3,4,3,117924746
615362841,READY,247,3,6,2,117924746
615524875,DISPLAY,243,2,5,1,118086778
615524876,START,248,3,7,-1,118086779
617341648,READY,248,3,7,3,118086779
617341650,START,249,2,11,-1,118086779
618525968,DISPLAY,247,3,6,2,118086779
619952010,READY,249,2,11,0,118086779
620527968,START,250,3,9,-1,118662736
620527968,DISPLAY,248,3,7,3,118662736
622331417,READY,250,3,9,2,118662736
623532875,DISPLAY,246,2,8,2,119864192
623532876,START,251,3,10,-1,119864193
625335577,READY,251,3,10,3,119864193
625335739,START,252,1,2,-1,119864193
625534875,DISPLAY,250,3,9,2,119864193
627828726,START,253,3,0,-1,119864193
627828727,READY,252,1,2,1,119864193
628535968,DISPLAY,251,3,10,3,120571434
630418621,READY,253,3,0,2,120571435
630537968,DISPLAY,249,2,11,0,120690780
630537969,START,254,3,1,-1,120690781
632341993,READY,254,3,1,3,120690781
632341995,START,255,2,5,-1,120690781
633542875,DISPLAY,253,3,0,2,120690781
634943004,READY,255,2,5,2,120690781
635544875,START,256,3,3,-1,121292651
635544875,DISPLAY,254,3,1,3,121292651
637261000,READY,256,3,3,2,121292651
638545968,DISPLAY,252,1,2,1,122577617
638545969,START,257,3,4,-1,122577618
640246500,READY,257,3,4,3,122577618
640246502,START,258,2,8,-1,122577618
640547968,DISPLAY,256,3,3,2,122577618
642837149,READY,258,2,8,0,122577618
643552875,START,259,3,6,-1,123293343
643552875,DISPLAY,257,3,4,3,123293343
645303260,READY,259,3,6,2,123293343
645554875,DISPLAY,255,2,5,2,123544956
645554876,START,260,3,7,-1,123544957
647257881,READY,260,3,7,3,123544957
647257883,START,261,2,11,-1,123544957
648555968,DISPLAY,259,3,6,2,123544957
649889762,READY,261,2,11,1,123544957
650557968,START,262,3,9,-1,124213162
650557968,DISPLAY,260,3,7,3,124213162
652264985,READY,262,3,9,2,124213162
653562875,DISPLAY,258,2,8,0,125511050
653562876,START,263,3,10,-1,125511051
655224032,READY,263,3,10,3,125511051
655224194,START,264,1,2,-1,125511051
655564875,DISPLAY,262,3,9,2,125511051
657617363,START,265,3,0,-1,125511051
657617364,READY,264,1,2,2,125511051
658565969,DISPLAY,263,3,10,3,126459656
660322073,READY,265,3,0,2,126459657
660567969,DISPLAY,261,2,11,1,126705551
660567970,START,266,3,1,-1,126705552
662203700,READY,266,3,1,3,126705552
662203702,START,267,2,5,-1,126705552
663572875,DISPLAY,265,3,0,2,126705552
664654306,READY,267,2,5,0,126705552
665574875,START,268,3,3,-1,127626120
665574875,DISPLAY,266,3,1,3,127626120
667217360,READY,268,3,3,2,127626120
668575969,DISPLAY,264,1,2,2,128984727
668575970,START,269,3,4,-1,128984728
670245072,READY,269,3,4,3,128984728
670245074,START,270,2,8,-1,128984728
670577969,DISPLAY,268,3,3,2,128984728
672827581,READY,270,2,8,1,128984728
673582875,START,271,3,6,-1,129740021
673582875,DISPLAY,269,3,4,3,129740021
675318712,READY,271,3,6,2,129740021
675584875,DISPLAY,267,2,5,0,130006182
675584876,START,272,3,7,-1,130006183
677342056,READY,272,3,7,3,130006183
677342058,START,273,2,11,-1,130006183
678585969,DISPLAY,271,3,6,2,130006183
679970270,READY,273,2,11,2,130006183
680587969,START,274,3,9,-1,130623881
680587969,DISPLAY,272,3,7,3,130623881
682403261,READY,274,3,9,2,130623881
683592876,DISPLAY,270,2,8,1,131813494
683592877,START,275,3,10,-1,131813495
685409128,READY,275,3,10,3,131813495
685409290,START,276,1,2,-1,131813495
685594876,DISPLAY,274,3,9,2,131813495
687802934,START,277,3,0,-1,131813495
687802935,READY,276,1,2,0,131813495
688595969,DISPLAY,275,3,10,3,132606529
690316396,READY,277,3,0,2,132606530
690597969,DISPLAY,273,2,11,2,132888101
690597970,START,278,3,1,-1,132888102
692237778,READY,278,3,1,3,132888102
692237780,START,279,2,5,-1,132888102
693602876,DISPLAY,277,3,0,2,132888102
694755454,READY,279,2,5,1,132888102
695604876,START,280,3,3,-1,133737523
695604876,DISPLAY,278,3,1,3,133737523
697254333,READY,280,3,3,2,133737523
698605969,DISPLAY,276,1,2,0,135089157
698605970,START,281,3,4,-1,135089158
700314066,READY,281,3,4,3,135089158
700314068,START,282,2,8,-1,135089158
700607969,DISPLAY,280,3,3,2,135089158
702901786,READY,282,2,8,2,135089158
703612876,START,283,3,6,-1,135800247
703612876,DISPLAY,281,3,4,3,135800247
705365352,READY,283,3,6,2,135800247
705614876,DISPLAY,279,2,5,1,136049769
705614877,START,284,3,7,-1,136049770
707384760,READY,284,3,7,3,136049770
707384762,START,285,2,11,-1,136049770
708615969,DISPLAY,283,3,6,2,136049770
710056474,READY,285,2,11,0,136049770
710617969,START,286,3,9,-1,136611264
710617969,DISPLAY,284,3,7,3,136611264
712370969,READY,286,3,9,2,136611264
713622876,DISPLAY,282,2,8,2,137863169
713622877,START,287,3,10,-1,137863170
715385776,READY,287,3,10,3,137863170
715385938,START,288,1,2,-1,137863170
715624876,DISPLAY,286,3,9,2,137863170
717776925,READY,288,1,2,1,137863170
718625969,DISPLAY,287,3,10,3,138712213
720627969,DISPLAY,285,2,11,0,138712213
724631969,DISPLAY,288,1,2,1,142716213
