cycle,event,id,field,byte,selected_id,candidate_id,candidate_ready,cadence_slot,pts_active,pts_due,stc,display_pts,display_pts_valid,tff,rff,present,generation,decoder_wait,presentation_wait,destination_wait,writer_wait,state,decoder_ready,cache_ready,prefill_miss,phase_error,overlap_error
194189669,PUBLISH,75,193,1437072,75,75,0,0,0,0,339287,318272,0,0,1,1,69,112294460,82262016,9876348,11637196,3758097664,0,1,0,0,0
194243441,READY,76,193,1437073,75,75,0,0,0,0,339368,318272,0,0,1,1,69,112348232,82262016,9876348,11640008,3758097664,1,1,0,0,0
194243442,START,77,193,1437074,75,76,0,0,0,0,339368,318272,0,0,1,1,69,112348232,82262016,9876348,11640008,3825206528,1,1,0,0,0
195104869,FIELD,75,193,1437074,75,76,1,0,0,0,340660,318272,0,0,1,1,69,112348232,83123442,9876348,11640008,3959424256,1,1,0,0,0
196103962,FIELD,75,194,1437074,75,76,1,0,0,0,342158,318272,0,0,1,1,69,112348232,84122535,9876348,11640008,3959424256,1,1,0,0,0
197106869,FIELD,75,195,1437074,75,76,1,1,0,0,343663,318272,0,0,1,1,69,112348232,85125442,9876348,11640008,3959424256,1,1,0,0,0
197106870,SELECT,76,196,1437075,76,76,0,0,0,0,343663,318272,0,1,0,1,69,112348232,85125443,9876348,11640008,3758097664,1,1,0,0,0
197190762,PUBLISH,76,196,1439128,76,76,0,0,0,0,343789,318272,0,1,0,1,70,112430070,85125443,9876348,11640590,3758097664,0,1,0,0,0
198105962,FIELD,76,196,1458724,76,76,0,0,0,0,345161,318272,0,1,0,1,70,113325674,85125443,9876348,11662552,3758097664,0,1,0,0,0
199108869,FIELD,76,197,1478984,76,76,0,1,0,0,346666,318272,0,1,0,1,70,114308321,85125443,9876348,11687023,3758097664,0,1,0,0,0
199622882,READY,77,198,1487125,76,76,0,0,0,0,347437,318272,0,1,0,1,70,114814194,85125443,9876348,11699652,3758097664,1,1,0,0,0
199622883,START,78,198,1487126,76,77,0,1,0,0,347437,318272,0,1,0,1,70,114814194,85125443,9876348,11699652,3825206528,1,1,0,0,0
200107962,FIELD,76,198,1494860,76,77,0,1,0,0,348164,318272,0,1,0,1,70,115291538,85125443,9876348,11733893,1610613317,0,1,0,0,0
201110869,FIELD,76,199,1508268,76,77,0,0,0,0,349669,318272,0,1,0,1,70,116281037,85125443,9876348,11820600,1610613317,0,1,0,0,0
201547368,READY,78,200,1513632,76,77,0,1,0,0,350324,318272,0,1,0,1,70,116712172,85125443,9876348,11842204,1610613317,0,1,0,0,0
201547370,START,79,200,1513634,76,78,1,0,0,0,350324,318272,0,1,0,1,70,116712173,85125443,9876348,11842204,1610613321,1,1,0,0,0
202109962,FIELD,76,200,1522592,76,78,1,0,0,0,351167,318272,0,1,0,1,70,117265806,85125443,9876348,11883747,1610613837,0,1,0,0,0
203112869,FIELD,76,201,1536240,76,78,1,1,0,0,352672,318272,0,1,0,1,70,118255065,85125443,9876348,11969788,1610613837,0,1,0,0,0
203112870,SELECT,78,202,1536240,78,77,0,0,0,0,352672,318272,0,1,1,1,70,118255066,85125443,9876348,11969788,1610614117,0,1,0,0,0
203196762,PUBLISH,78,202,1537352,78,77,0,0,0,0,352798,318272,0,1,1,1,71,118337846,85125443,9876348,11973794,1610614117,0,1,0,0,0
203479351,READY,79,202,1540808,78,77,0,0,0,0,353222,318272,0,1,1,1,71,118616979,85125443,9876348,11986940,1610614117,0,1,0,0,0
203479353,START,80,202,1540810,78,79,1,0,0,0,353222,318272,0,1,1,1,71,118616980,85125443,9876348,11986940,1610614129,1,1,0,0,0
204111962,FIELD,78,202,1554368,78,79,1,0,0,0,354170,318272,0,1,1,1,71,119236030,85125443,9876348,12002186,1610616179,0,1,0,0,0
205114869,FIELD,78,203,1575562,78,79,1,0,0,0,355675,318272,0,1,1,1,71,120217743,85125443,9876348,12022679,1610616179,0,1,0,0,0
205973218,READY,80,204,1590069,78,79,1,0,0,0,356962,318272,0,1,1,1,71,121061586,85125443,9876348,12045003,1610616179,1,1,0,0,0
206113962,FIELD,78,204,1590069,78,79,1,1,0,0,357173,318272,0,1,1,1,71,121061586,85266186,9876348,12045003,1677727091,1,1,0,0,0
206113963,START,81,205,1590070,79,77,1,0,0,0,357173,318272,0,0,0,1,71,121061586,85266187,9876348,12045003,1677727043,1,1,0,0,0
206113963,SELECT,79,205,1590070,79,77,1,0,0,0,357173,318272,0,0,0,1,71,121061586,85266187,9876348,12045003,1677727043,1,1,0,0,0
206201669,PUBLISH,79,205,1592560,79,77,1,0,0,0,357305,318272,0,0,0,1,72,121146801,85266187,9876348,12045522,1811944771,0,1,0,0,0
207116869,FIELD,79,205,1612144,79,77,1,0,0,0,358678,318272,0,0,0,1,72,122042417,85266187,9876348,12066668,1811944771,0,1,0,0,0
208115962,FIELD,79,206,1635988,79,77,1,1,0,0,360176,318272,0,0,0,1,72,123017666,85266187,9876348,12086523,1811944771,0,1,0,0,0
208115963,SELECT,77,207,1635988,77,80,1,0,0,0,360176,318272,0,0,1,1,72,123017667,85266187,9876348,12086523,3959424256,0,1,0,0,0
208203669,PUBLISH,77,207,1635988,77,80,1,0,0,0,360308,318272,0,0,1,1,73,123061852,85353893,9876348,12087014,3959424256,1,1,0,0,0
209118869,FIELD,77,207,1635988,77,80,1,0,0,0,361681,318272,0,0,1,1,73,123061852,86269093,9876348,12087014,3959424256,1,1,0,0,0
210117962,FIELD,77,208,1635988,77,80,1,0,0,0,363179,318272,0,0,1,1,73,123061852,87268186,9876348,12087014,3959424256,1,1,0,0,0
211120869,FIELD,77,209,1635988,77,80,1,1,0,0,364684,318272,0,0,1,1,73,123061852,88271093,9876348,12087014,3959424256,1,1,0,0,0
211120870,SELECT,80,210,1635989,80,80,0,0,0,0,364684,318272,0,1,0,1,73,123061852,88271094,9876348,12087014,3758097664,1,1,0,0,0
211204762,PUBLISH,80,210,1638386,80,80,0,0,0,0,364810,318272,0,1,0,1,74,123143346,88271094,9876348,12087075,3758097664,0,1,0,0,0
211651810,READY,81,210,1645393,80,80,0,0,0,0,365480,318272,0,1,0,1,74,123583388,88271094,9876348,12101269,3758097664,1,1,0,0,0
211651811,START,82,210,1645394,80,81,0,0,0,0,365480,318272,0,1,0,1,74,123583388,88271094,9876348,12101269,3825206528,1,1,0,0,0
212119962,FIELD,80,210,1653008,80,81,0,0,0,0,366182,318272,0,1,0,1,74,124043924,88271094,9876348,12136610,1610613317,0,1,0,0,0
213122869,FIELD,80,211,1666408,80,81,0,0,0,0,367687,318272,0,1,0,1,74,125033431,88271094,9876348,12223184,1610613317,0,1,0,0,0
213669231,READY,82,212,1674584,80,81,0,1,0,0,368506,318272,0,1,0,1,74,125571617,88271094,9876348,12249845,1610613317,0,1,0,0,0
213669233,START,83,212,1674586,80,82,1,0,0,0,368506,318272,0,1,0,1,74,125571618,88271094,9876348,12249845,1610613321,1,1,0,0,0
214121962,FIELD,80,212,1682140,80,82,1,0,0,0,369185,318272,0,1,0,1,74,126016792,88271094,9876348,12279948,1610613837,0,1,0,0,0
215124869,FIELD,80,213,1695568,80,82,1,1,0,0,370690,318272,0,1,0,1,74,127006271,88271094,9876348,12370267,1610613837,0,1,0,0,0
215124870,SELECT,82,214,1695568,82,81,0,0,0,0,370690,318272,0,1,1,1,74,127006272,88271094,9876348,12370267,1610614117,0,1,0,0,0
215208762,PUBLISH,82,214,1697806,82,81,0,0,0,0,370816,318272,0,1,1,1,75,127087926,88271094,9876348,12374397,1610614117,0,1,0,0,0
215735229,READY,83,214,1705108,82,81,0,0,0,0,371605,318272,0,1,1,1,75,127607091,88271094,9876348,12401144,1610614117,0,1,0,0,0
215735391,START,84,214,1705270,82,83,1,0,0,0,371606,318272,0,1,1,1,75,127607092,88271094,9876348,12401144,1610614129,1,1,0,0,0
216123962,FIELD,82,214,1715667,82,83,1,0,0,0,372188,318272,0,1,1,1,75,127985265,88271094,9876348,12414870,1610616179,0,1,0,0,0
217126869,FIELD,82,215,1746722,82,83,1,0,0,0,373693,318272,0,1,1,1,75,128957117,88271094,9876348,12448715,1610616179,0,1,0,0,0
217922029,PTS,8,216,1768379,82,83,1,0,0,0,374886,318272,0,1,1,1,75,129730621,88271094,9876348,12474719,1610616179,1,1,0,0,0
217933876,START,85,216,1768714,82,83,1,0,0,0,374903,318272,0,1,1,1,75,129742133,88271094,9876348,12475198,1610616179,1,1,0,0,0
217933877,READY,84,216,1768714,82,83,1,0,0,0,374903,318272,0,1,1,1,75,129742133,88271094,9876348,12475198,1610616179,1,1,0,0,0
218125962,FIELD,82,216,1768714,82,83,1,1,0,0,375191,318272,0,1,1,1,75,129742133,88463179,9876348,12475198,1677727091,1,1,0,0,0
218125963,SELECT,83,217,1768714,83,81,1,0,0,0,375191,318272,0,0,0,1,75,129742133,88463180,9876348,12475198,1677727043,1,1,0,0,0
218213669,PUBLISH,83,217,1769860,83,81,1,0,0,0,375323,318272,0,0,0,1,76,129828692,88463181,9876348,12477658,1091872067,0,1,0,0,0
219128869,FIELD,83,217,1781156,83,81,1,0,0,0,376696,318272,0,0,0,1,76,130732596,88463181,9876348,12576230,1091872067,0,1,0,0,0
219848120,READY,85,218,1789000,83,81,1,0,0,0,377775,318272,0,0,0,1,76,131444003,88463181,9876348,12634041,1091872067,0,1,0,0,0
220127962,FIELD,83,218,1789001,83,81,1,1,0,0,378194,318272,0,0,0,1,76,131444004,88743021,9876348,12634041,1091904835,1,1,0,0,0
220127963,SELECT,81,219,1789001,81,84,0,0,0,0,378194,318272,0,0,1,1,76,131444004,88743022,9876348,12634041,1125459203,1,1,0,0,0
220127964,START,86,219,1789002,81,85,1,0,1,1,378194,318272,0,0,1,1,77,131444004,88743023,9876348,12634041,1073742409,1,0,0,0,0
220215669,PUBLISH,81,219,1790156,81,85,1,0,1,1,378326,318272,0,0,1,1,77,131530554,88743023,9876348,12635977,1073742925,0,1,0,0,0
221130869,FIELD,81,219,1800976,81,85,1,0,1,1,379699,318272,0,0,1,1,77,132434934,88743023,9876348,12730870,1073742925,0,1,0,0,0
221885555,READY,86,220,1810180,81,85,1,0,1,1,380831,318272,0,0,1,1,77,133180416,88743023,9876348,12790772,1073742925,0,1,0,0,0
221885557,START,87,220,1810182,81,85,1,0,1,1,380831,318272,0,0,1,1,77,133180417,88743023,9876348,12790772,1073742937,1,1,0,0,0
222129962,FIELD,81,220,1814480,81,85,1,0,1,1,381197,318272,0,0,1,1,77,133420523,88743023,9876348,12796308,1073744987,0,1,0,0,0
223132869,FIELD,81,221,1829696,81,85,1,1,1,1,382702,318272,0,0,1,1,77,134408214,88743023,9876348,12819337,1073744987,0,1,0,0,0
223132870,SELECT,85,222,1829696,85,86,1,0,0,0,382702,363317,1,1,0,1,77,134408215,88743023,9876348,12819337,1073745267,0,1,0,0,0
223216762,PUBLISH,85,222,1831328,85,86,1,0,0,0,382828,363317,1,1,0,1,78,134490475,88743023,9876348,12820186,1073745267,0,1,0,0,0
224131962,FIELD,85,222,1847308,85,86,1,0,0,0,384200,363317,1,1,0,1,78,135389695,88743023,9876348,12844489,1073745267,0,1,0,0,0
224212294,READY,87,223,1848201,85,86,1,0,0,0,384321,363317,1,1,0,1,78,135469135,88743023,9876348,12845366,1073745267,1,1,0,0,0
225134869,FIELD,85,223,1848201,85,86,1,1,0,0,385705,363317,1,1,0,1,78,135469135,89665597,9876348,12845366,1140856179,1,1,0,0,0
225134870,START,88,224,1848202,86,84,1,0,0,0,385705,363317,0,1,1,1,78,135469135,89665598,9876348,12845366,1140856131,1,1,0,0,0
225134870,SELECT,86,224,1848202,86,84,1,0,0,0,385705,363317,0,1,1,1,78,135469135,89665598,9876348,12845366,1140856131,1,1,0,0,0
225218762,PUBLISH,86,224,1850196,86,84,1,0,0,0,385831,363317,0,1,1,1,79,135551032,89665598,9876348,12845527,1275073859,0,1,0,0,0
226133962,FIELD,86,224,1862708,86,84,1,0,0,0,387203,363317,0,1,1,1,79,136453720,89665598,9876348,12867808,1275073859,0,1,0,0,0
227136869,FIELD,86,225,1882236,86,84,1,0,0,0,388708,363317,0,1,1,1,79,137437099,89665598,9876348,12889795,1275073859,0,1,0,0,0
227552441,READY,88,226,1889133,86,84,1,0,0,0,389331,363317,0,1,1,1,79,137845775,89665598,9876348,12900312,1275073859,1,1,0,0,0
227552442,START,89,226,1889134,86,84,1,0,0,0,389331,363317,0,1,1,1,79,137845775,89665598,9876348,12900312,1275073859,1,1,0,0,0
228135962,FIELD,86,226,1899532,86,84,1,1,0,0,390206,363317,0,1,1,1,79,138418896,89665598,9876348,12914415,1275073859,0,1,0,0,0
228135963,SELECT,84,227,1899532,84,87,1,0,0,0,390206,318272,0,0,1,1,79,138418897,89665598,9876348,12914415,3422553344,0,1,0,0,0
228146470,WAIT,89,227,1899532,84,87,1,0,0,0,390222,318272,0,0,1,0,80,138429404,89676105,9876348,12924849,3422553344,0,1,0,0,0
228223669,PUBLISH,84,227,1899532,84,87,1,0,0,0,390338,318272,0,0,1,1,80,138506603,89753304,9876348,13002048,3422553344,0,1,0,0,0
228226871,WAIT_RELEASE,89,227,1899532,84,87,1,0,0,0,390343,318272,0,0,1,1,80,138509805,89756506,9876348,13005250,3422553344,0,1,0,0,0
229138869,FIELD,84,227,1899532,84,87,1,0,0,0,391711,318272,0,0,1,1,80,139421803,90668504,9876348,13917248,3422553344,0,1,0,0,0
229148510,WAIT,89,228,1899532,84,87,1,0,0,0,391725,318272,0,0,1,1,80,139431444,90678145,9876348,13926889,3422553344,0,1,0,0,0
229225964,WAIT_RELEASE,89,228,1899532,84,87,1,0,0,0,391841,318272,0,0,1,1,80,139508898,90755599,9876348,14004343,3422553344,0,1,0,0,0
230137962,FIELD,84,228,1899532,84,87,1,0,0,0,393209,318272,0,0,1,1,80,140420896,91667597,9876348,14916341,3422553344,0,1,0,0,0
230147610,WAIT,89,229,1899532,84,87,1,0,0,0,393224,318272,0,0,1,1,80,140430544,91677245,9876348,14925989,3422553344,0,1,0,0,0
230228871,WAIT_RELEASE,89,229,1899532,84,87,1,0,0,0,393346,318272,0,0,1,1,80,140511805,91758506,9876348,15007250,3422553344,0,1,0,0,0
231140869,FIELD,84,229,1899532,84,87,1,0,0,0,394714,318272,0,0,1,1,80,141423803,92670504,9876348,15919248,3422553344,0,1,0,0,0
231150508,WAIT,89,230,1899532,84,87,1,0,0,0,394728,318272,0,0,1,1,80,141433442,92680143,9876348,15928887,3422553344,0,1,0,0,0
231227964,WAIT_RELEASE,89,230,1899532,84,87,1,1,0,0,394844,318272,0,0,1,1,80,141510898,92757599,9876348,16006343,3422553344,0,1,0,0,0
232139962,FIELD,84,230,1899532,84,87,1,1,0,0,396212,318272,0,0,1,1,80,142422896,93669597,9876348,16918341,3422553344,0,1,0,0,0
232139963,SELECT,87,231,1899532,87,87,0,0,0,0,396212,363317,0,0,1,1,80,142422897,93669598,9876348,16918342,3221226752,0,1,0,0,0
232227669,PUBLISH,87,231,1900735,87,87,0,0,0,0,396344,363317,0,0,1,1,81,142509401,93669598,9876348,16919363,3221226752,1,1,0,0,0
233142869,FIELD,87,231,1916956,87,87,0,0,0,0,397717,363317,0,0,1,1,81,143408379,93669598,9876348,16942740,3221226752,0,1,0,0,0
233993798,READY,89,232,1932637,87,87,0,0,0,0,398993,363317,0,0,1,1,81,144243628,93669598,9876348,16963351,3221226752,1,1,0,0,0
233993799,START,90,232,1932638,87,89,0,0,0,0,398993,363317,0,0,1,1,81,144243628,93669598,9876348,16963351,3288335616,1,1,0,0,0
234141962,FIELD,87,232,1932638,87,89,1,0,0,0,399215,363317,0,0,1,1,81,144243628,93817760,10024510,16963351,3422553344,1,1,0,0,0
235144869,FIELD,87,233,1932638,87,89,1,1,0,0,400720,363317,0,0,1,1,81,144243628,94820667,11027417,16963351,3422553344,1,1,0,0,0
235144870,SELECT,89,234,1932638,89,89,0,0,0,0,400720,363317,0,1,1,1,81,144243628,94820668,11027418,16963351,3221226752,1,1,0,0,0
235228762,PUBLISH,89,234,1935096,89,89,0,0,0,0,400846,363317,0,1,1,1,82,144325061,94820668,11027419,16963696,3221226752,0,1,0,0,0
236143963,FIELD,89,234,1947932,89,89,0,0,0,0,402218,363317,0,1,1,1,82,145227426,94820668,11027419,16987509,3221226752,0,1,0,0,0
237146869,FIELD,89,235,1967972,89,89,0,0,0,0,403723,363317,0,1,1,1,82,146210292,94820668,11027419,17009865,3221226752,0,1,0,0,0
237658525,READY,90,236,1976477,89,89,0,0,0,0,404490,363317,0,1,1,1,82,146713444,94820668,11027419,17020941,3221226752,1,1,0,0,0
237658526,START,91,236,1976478,89,90,0,0,0,0,404490,363317,0,1,1,1,82,146713444,94820668,11027419,17020941,3288335616,1,1,0,0,0
238145963,FIELD,89,236,1976478,89,90,1,1,0,0,405221,363317,0,1,1,1,82,146713444,95308104,11027419,17020941,3422553344,1,1,0,0,0
238145964,SELECT,90,237,1976479,90,90,0,0,0,0,405221,363317,0,0,0,1,82,146713444,95308105,11027419,17020941,3221226752,1,1,0,0,0
238233669,PUBLISH,90,237,1978700,90,90,0,0,0,0,405353,363317,0,0,0,1,83,146798927,95308105,11027419,17021236,3221226752,0,1,0,0,0
239148869,FIELD,90,237,1992452,90,90,0,0,0,0,406726,363317,0,0,0,1,83,147700375,95308105,11027419,17043743,3221226752,0,1,0,0,0
240147963,FIELD,90,238,2011844,90,90,0,1,0,0,408224,363317,0,0,0,1,83,148680077,95308105,11027419,17066526,3221226752,0,1,0,0,0
240708785,READY,91,239,2022653,90,90,0,0,0,0,409066,363317,0,0,0,1,83,149230091,95308105,11027419,17078351,3221226752,1,1,0,0,0
240708786,START,92,239,2022654,90,91,0,0,0,0,409066,363317,0,0,0,1,83,149230091,95308105,11027419,17078351,3288335616,1,1,0,0,0
241150869,FIELD,90,239,2022654,90,91,1,0,0,0,409729,363317,0,0,0,1,83,149230091,95750187,11027419,17078351,3422553344,1,1,0,0,0
242149963,FIELD,90,240,2022654,90,91,1,1,0,0,411227,363317,0,0,0,1,83,149230091,96749281,11027419,17078351,3422553344,1,1,0,0,0
242149964,SELECT,91,241,2022655,91,91,0,0,0,0,411227,363317,0,0,1,1,83,149230091,96749282,11027419,17078351,3221226752,1,1,0,0,0
242237669,PUBLISH,91,241,2025184,91,91,0,0,0,0,411359,363317,0,0,1,1,84,149315266,96749282,11027419,17078754,3221226752,0,1,0,0,0
243152869,FIELD,91,241,2038396,91,91,0,0,0,0,412732,363317,0,0,1,1,84,150217254,96749282,11027419,17101895,3221226752,0,1,0,0,0
244151963,FIELD,91,242,2058464,91,91,0,0,0,0,414230,363317,0,0,1,1,84,151196280,96749282,11027419,17123895,3221226752,0,1,0,0,0
244735970,READY,92,243,2069561,91,91,0,0,0,0,415106,363317,0,0,1,1,84,151769191,96749282,11027419,17136986,3221226752,1,1,0,0,0
244735971,START,93,243,2069562,91,92,0,0,0,0,415106,363317,0,0,1,1,84,151769191,96749282,11027419,17136986,3288335616,1,1,0,0,0
245154869,FIELD,91,243,2069562,91,92,1,1,0,0,415735,363317,0,0,1,1,84,151769191,97168179,11027419,17136986,3422553344,1,1,0,0,0
245154870,SELECT,92,244,2069563,92,92,0,0,0,0,415735,363317,0,1,0,1,84,151769191,97168180,11027419,17136986,3221226752,1,1,0,0,0
245238762,PUBLISH,92,244,2072132,92,92,0,0,0,0,415861,363317,0,1,0,1,85,151850513,97168180,11027419,17137342,3221226752,0,1,0,0,0
246153963,FIELD,92,244,2085560,92,92,0,0,0,0,417233,363317,0,1,0,1,85,152752286,97168180,11027419,17161494,3221226752,0,1,0,0,0
247156869,FIELD,92,245,2105304,92,92,0,1,0,0,418738,363317,0,1,0,1,85,153735448,97168180,11027419,17184118,3221226752,0,1,0,0,0
247741397,READY,93,246,2116189,92,92,0,0,0,0,419615,363317,0,1,0,1,85,154309092,97168180,11027419,17196140,3221226752,1,1,0,0,0
247741398,START,94,246,2116190,92,93,0,0,0,0,419615,363317,0,1,0,1,85,154309092,97168180,11027419,17196140,3288335616,1,1,0,0,0
248155963,FIELD,92,246,2116190,92,93,1,0,0,0,420236,363317,0,1,0,1,85,154309092,97582744,11027419,17196140,3422553344,1,1,0,0,0
249158869,FIELD,92,247,2116190,92,93,1,1,0,0,421741,363317,0,1,0,1,85,154309092,98585650,11027419,17196140,3422553344,1,1,0,0,0
249158870,SELECT,93,248,2116191,93,93,0,0,0,0,421741,363317,0,1,1,1,85,154309092,98585651,11027419,17196140,3221226752,1,1,0,0,0
249242763,PUBLISH,93,248,2118616,93,93,0,0,0,0,421867,363317,0,1,1,1,86,154390559,98585651,11027419,17196448,3221226752,0,1,0,0,0
250157963,FIELD,93,248,2132284,93,93,0,0,0,0,423239,363317,0,1,1,1,86,155292091,98585651,11027419,17218109,3221226752,0,1,0,0,0
251160869,FIELD,93,249,2152416,93,93,0,0,0,0,424744,363317,0,1,1,1,86,156274865,98585651,11027419,17238876,3221226752,0,1,0,0,0
251772074,READY,94,250,2163817,93,93,0,0,0,0,425661,363317,0,1,1,1,86,156874670,98585651,11027419,17250479,3221226752,1,1,0,0,0
251772075,START,95,250,2163818,93,94,0,0,0,0,425661,363317,0,1,1,1,86,156874670,98585651,11027419,17250479,3288335616,1,1,0,0,0
252159963,FIELD,93,250,2163818,93,94,1,1,0,0,426242,363317,0,1,1,1,86,156874670,98973538,11027419,17250479,3422553344,1,1,0,0,0
252159964,SELECT,94,251,2163819,94,94,0,0,0,0,426242,363317,0,0,0,1,86,156874670,98973539,11027419,17250479,3221226752,1,1,0,0,0
252247669,PUBLISH,94,251,2166284,94,94,0,0,0,0,426374,363317,0,0,0,1,87,156959909,98973539,11027419,17250897,3221226752,0,1,0,0,0
253162869,FIELD,94,251,2179160,94,94,0,0,0,0,427747,363317,0,0,0,1,87,157862233,98973539,11027419,17273017,3221226752,0,1,0,0,0
254161963,FIELD,94,252,2199756,94,94,0,1,0,0,429245,363317,0,0,0,1,87,158840731,98973539,11027419,17293296,3221226752,0,1,0,0,0
254787010,READY,95,253,2211205,94,94,0,0,0,0,430183,363317,0,0,0,1,87,159454330,98973539,11027419,17307549,3221226752,1,1,0,0,0
254787171,START,96,253,2211366,94,95,0,0,0,0,430183,363317,0,0,0,1,87,159454330,98973539,11027419,17307549,3288335616,1,1,0,0,0
255164869,FIELD,94,253,2223112,94,95,1,0,0,0,430750,363317,0,0,0,1,87,159820281,98973539,11027419,17320095,3422553344,0,1,0,0,0
256163963,FIELD,94,254,2258008,94,95,1,1,0,0,432248,363317,0,0,0,1,87,160784479,98973539,11027419,17352240,3422553344,0,1,0,0,0
256163964,SELECT,95,255,2258008,95,95,0,0,0,0,432248,363317,0,0,1,1,87,160784480,98973539,11027419,17352240,3221226752,0,1,0,0,0
256251669,PUBLISH,95,255,2260697,95,95,0,0,0,0,432380,363317,0,0,1,1,88,160869496,98973539,11027419,17352750,3221226752,0,1,0,0,0
257088950,PTS,9,255,2286413,95,95,0,0,0,0,433636,363317,0,0,1,1,88,161681062,98973539,11027419,17381821,3221226752,1,1,0,0,0
257090387,START,97,255,2286462,95,95,0,0,0,0,433638,363317,0,0,1,1,88,161682450,98973539,11027419,17381979,3221226752,1,1,0,0,0
257090388,READY,96,255,2286463,95,95,0,0,0,0,433638,363317,0,0,1,1,88,161682450,98973539,11027419,17381979,1073742405,1,1,0,0,0
257166869,FIELD,95,255,2287668,95,95,0,0,0,0,433753,363317,0,0,1,1,88,161757725,98973539,11027419,17388057,1073742405,0,1,0,0,0
258165963,FIELD,95,256,2297628,95,95,0,0,0,0,435251,363317,0,0,1,1,88,162746859,98973539,11027419,17516836,1073742405,0,1,0,0,0
259168869,FIELD,95,257,2312772,95,95,0,0,0,0,436756,363317,0,0,1,1,88,163734621,98973539,11027419,17594738,1073742405,0,1,0,0,0
259229976,READY,97,258,2312772,95,95,0,0,0,0,436847,363317,0,0,1,1,88,163795728,98973539,11027419,17598719,1073742405,0,1,0,0,0
259229978,START,98,258,2312774,95,97,1,1,1,1,436847,363317,0,0,1,1,88,163795729,98973539,11027419,17598719,1073742409,1,1,0,0,0
260167963,FIELD,95,258,2321784,95,97,1,0,1,1,438254,363317,0,0,1,1,88,164724703,98973539,11027419,17707984,1073742925,0,1,0,0,0
261170869,FIELD,95,259,2337108,95,97,1,1,1,1,439759,363317,0,0,1,1,88,165712285,98973539,11027419,17792192,1073742925,0,1,0,0,0
261170870,SELECT,97,260,2337108,97,95,0,0,0,0,439759,408362,1,1,0,1,88,165712286,98973539,11027419,17792192,1073743205,0,1,0,0,0
261254763,PUBLISH,97,260,2337708,97,95,0,0,0,0,439885,408362,1,1,0,1,89,165795579,98973539,11027419,17796279,1073743205,0,1,0,0,0
261276264,READY,98,260,2337708,97,95,0,0,0,0,439917,408362,1,1,0,1,89,165817080,98973539,11027419,17797919,1073743205,0,1,0,0,0
261276266,START,99,260,2337710,97,98,1,0,0,0,439917,408362,1,1,0,1,89,165817081,98973539,11027419,17797919,1073743217,1,1,0,0,0
262169963,FIELD,97,260,2356060,97,98,1,0,0,0,441257,408362,1,1,0,1,89,166692427,98973539,11027419,17816115,1073745267,0,1,0,0,0
263172869,FIELD,97,261,2378148,97,98,1,1,0,0,442762,408362,1,1,0,1,89,167673245,98973539,11027419,17837205,1073745267,0,1,0,0,0
263172870,SELECT,98,262,2378148,98,95,1,0,0,0,442762,408362,0,1,1,1,89,167673246,98973539,11027419,17837205,1073745219,0,1,0,0,0
263256763,PUBLISH,98,262,2379992,98,95,1,0,0,0,442888,408362,0,1,1,1,90,167755295,98973539,11027419,17837970,1073745219,0,1,0,0,0
263940122,READY,99,262,2393093,98,95,1,0,0,0,443913,408362,0,1,1,1,90,168425554,98973539,11027419,17854236,1073745219,1,1,0,0,0
263940123,START,100,262,2393094,98,95,1,0,0,0,443913,408362,0,1,1,1,90,168425554,98973539,11027419,17854236,1140856131,1,1,0,0,0
264171963,FIELD,98,262,2395332,98,95,1,0,0,0,444260,408362,0,1,1,1,90,168655155,98973539,11027419,17877463,1091872067,0,1,0,0,0
265174870,FIELD,98,263,2407448,98,95,1,0,0,0,445765,408362,0,1,1,1,90,169645946,98973539,11027419,18001123,1091872067,0,1,0,0,0
265980600,READY,100,264,2419588,98,95,1,0,0,0,446973,408362,0,1,1,1,90,170439536,98973539,11027419,18063148,1091872067,0,1,0,0,0
266173963,FIELD,98,264,2419589,98,95,1,1,0,0,447263,408362,0,1,1,1,90,170439537,99166900,11027419,18063148,1091904835,1,1,0,0,0
266173964,SELECT,95,265,2419589,95,99,0,0,0,0,447263,363317,0,0,1,1,90,170439537,99166901,11027419,18063148,1125459203,1,1,0,0,0
266173965,START,101,265,2419590,95,100,1,0,0,0,447263,363317,0,0,1,1,91,170439537,99166902,11027419,18063148,1073742409,1,0,0,0,0
266261669,PUBLISH,95,265,2420580,95,100,1,0,0,0,447395,363317,0,0,1,1,91,170526250,99166902,11027419,18066604,1073742925,0,1,0,0,0
267176870,FIELD,95,265,2429992,95,100,1,0,0,0,448768,363317,0,0,1,1,91,171432039,99166902,11027419,18185373,1073742925,0,1,0,0,0
268175963,FIELD,95,266,2446232,95,100,1,0,0,0,450266,363317,0,0,1,1,91,172414892,99166902,11027419,18269754,1073742925,0,1,0,0,0
268230504,READY,101,267,2446232,95,100,1,0,0,0,450348,363317,0,0,1,1,91,172469433,99166902,11027419,18273127,1073742925,0,1,0,0,0
268230506,START,102,267,2446234,95,100,1,0,0,0,450348,363317,0,0,1,1,91,172469434,99166902,11027419,18273127,1073742937,1,1,0,0,0
269178870,FIELD,95,267,2446234,95,100,1,0,0,0,451771,363317,0,0,1,1,91,172469434,99166902,11975782,18273127,1073744987,1,1,0,0,0
270177963,FIELD,95,268,2446234,95,100,1,1,0,0,453269,363317,0,0,1,1,91,172469434,99166902,12974875,18273127,1073744987,1,1,0,0,0
