cycle,event,id,field,byte,selected_id,candidate_id,candidate_ready,cadence_slot,pts_active,pts_due,stc,display_pts,display_pts_valid,tff,rff,present,generation,decoder_wait,presentation_wait,destination_wait,writer_wait,state,decoder_ready,cache_ready,prefill_miss,phase_error,overlap_error,progressive,descriptor_valid,active_bank,display_bank,pending_bank,secondary_valid,secondary_bank,ordinary_decode_open
153601464,READY,62,152,972764,60,60,0,0,0,0,278405,231186,0,1,0,1,61,82886089,69742605,19650866,3576788,1610613317,0,1,0,0,0,1,1,0,1,1,0,2,0
153601466,START,63,152,972766,60,62,1,0,1,1,278405,231186,0,1,0,1,61,82886090,69742605,19650866,3576788,1610613321,1,1,0,0,0,1,1,0,1,1,0,2,0
154061962,FIELD,60,152,980632,60,62,1,0,1,1,279095,231186,0,1,0,1,61,83338719,69742605,19650866,3597194,1610613837,0,1,0,0,0,1,1,0,1,1,0,2,0
155063065,READY,63,153,992288,60,62,1,0,1,1,280597,231186,0,1,0,1,61,84328166,69742605,19650866,3664815,1610613837,0,1,0,0,0,1,1,0,1,1,0,2,0
155063067,START,64,153,992290,60,62,1,0,1,1,280597,231186,0,1,0,1,61,84328167,69742605,19650866,3664815,1610613849,1,1,0,0,0,1,1,0,1,1,0,2,0
155064868,FIELD,60,153,992824,60,62,1,1,1,1,280600,231186,0,1,0,1,61,84329433,69742605,19650866,3664815,1610615899,0,1,0,0,0,1,1,0,1,1,0,2,0
155064869,SELECT,62,154,992824,62,63,1,0,0,0,280600,276231,1,1,1,1,61,84329434,69742605,19650866,3664815,1610616179,0,1,0,0,0,1,1,0,1,1,0,2,0
155148761,PUBLISH,62,154,994217,62,63,1,0,0,0,280726,276231,1,1,1,1,62,84411934,69742605,19650866,3665408,1610616179,1,1,0,0,0,1,1,0,1,1,0,2,0
156063962,FIELD,62,154,1012312,62,63,1,0,0,0,282098,276231,1,1,1,1,62,85309039,69742605,19650866,3697599,1610616179,0,1,0,0,0,1,1,0,1,1,0,2,0
157066868,FIELD,62,155,1029444,62,63,1,0,0,0,283603,276231,1,1,1,1,62,86294813,69742605,19650866,3721171,1610616179,0,1,0,0,0,1,1,0,1,1,0,2,0
157079834,READY,64,156,1029445,62,63,1,0,0,0,283622,276231,1,1,1,1,62,86307779,69742605,19650866,3721464,1610616179,1,1,0,0,0,1,1,1,1,1,0,2,0
158065962,FIELD,62,156,1029445,62,63,1,1,0,0,285101,276231,1,1,1,1,62,86307779,70728732,19650866,3721464,1677727091,1,1,0,0,0,1,1,1,1,0,0,2,0
158065963,START,65,157,1029446,63,61,1,0,0,0,285101,276231,0,0,0,1,62,86307779,70728733,19650866,3721464,1677727043,1,1,0,0,0,1,1,1,1,0,0,2,0
158065963,SELECT,63,157,1029446,63,61,1,0,0,0,285101,276231,0,0,0,1,62,86307779,70728733,19650866,3721464,1677727043,1,1,0,0,0,1,1,1,1,0,0,2,0
158153668,PUBLISH,63,157,1031416,63,61,1,0,0,0,285233,276231,0,0,0,1,63,86393513,70728733,19650866,3722080,1811944771,0,1,0,0,0,1,1,1,1,0,0,2,1
159068868,FIELD,63,157,1048716,63,61,1,0,0,0,286606,276231,0,0,0,1,63,87291413,70728733,19650866,3754096,1811944771,0,1,0,0,0,1,1,1,1,0,0,2,1
160067962,FIELD,63,158,1066648,63,61,1,1,0,0,288104,276231,0,0,0,1,63,88272575,70728733,19650866,3778762,1811944771,0,1,0,0,0,1,1,1,1,0,0,2,1
160067963,SELECT,61,159,1066648,61,64,1,0,0,0,288104,231186,0,0,1,1,63,88272576,70728733,19650866,3778762,3959424256,0,1,0,0,0,1,1,1,2,0,0,2,1
160090850,READY,65,159,1066649,61,64,1,0,0,0,288139,231186,0,0,1,0,64,88295463,70728733,19650866,3779729,3959424256,1,1,0,0,0,1,1,2,2,0,0,2,1
160090851,START,66,159,1066650,61,64,1,0,0,0,288139,231186,0,0,1,0,64,88295463,70728733,19650866,3779729,3959424256,1,1,0,0,0,1,1,2,2,0,1,1,0
160155668,PUBLISH,61,159,1067668,61,64,1,0,0,0,288236,231186,0,0,1,1,64,88359260,70728734,19650866,3780327,1811939909,0,1,0,0,0,1,1,2,2,0,0,1,0
161070868,FIELD,61,159,1080992,61,64,1,0,0,0,289609,231186,0,0,1,1,64,89261136,70728734,19650866,3833666,1811939909,0,1,0,0,0,1,1,2,2,0,0,1,0
161716760,READY,66,160,1088400,61,64,1,0,0,0,290578,231186,0,0,1,1,64,89899620,70728734,19650866,3873263,1811939909,0,1,0,0,0,1,1,2,2,0,0,1,0
161716762,START,67,160,1088402,61,64,1,0,0,0,290578,231186,0,0,1,1,64,89899621,70728734,19650866,3873263,1811939913,1,1,0,0,0,1,1,2,2,0,0,1,0
162069962,FIELD,61,160,1094820,61,64,1,0,0,0,291107,231186,0,0,1,1,64,90246402,70728734,19650866,3887001,1811940429,0,1,0,0,0,1,1,2,2,0,0,1,0
163072868,FIELD,61,161,1106944,61,64,1,1,0,0,292612,231186,0,0,1,1,64,91237184,70728734,19650866,3961339,1811940429,0,1,0,0,0,1,1,2,2,0,0,1,0
163072869,SELECT,64,162,1106944,64,66,1,0,0,0,292612,276231,0,1,0,1,64,91237185,70728734,19650866,3961339,1610613837,0,1,0,0,0,1,1,2,0,0,0,1,0
163156762,PUBLISH,64,162,1107836,64,66,1,0,0,0,292738,276231,0,1,0,1,65,91320186,70728734,19650866,3966524,1610613837,0,1,0,0,0,1,1,2,0,0,0,1,0
163192041,READY,67,162,1107836,64,66,1,0,0,0,292791,276231,0,1,0,1,65,91355465,70728734,19650866,3969979,1610613837,0,1,0,0,0,1,1,2,0,0,0,1,0
163192043,START,68,162,1107838,64,66,1,0,0,0,292791,276231,0,1,0,1,65,91355466,70728734,19650866,3969979,1610613849,1,1,0,0,0,1,1,2,0,0,0,1,0
164071962,FIELD,64,162,1124264,64,66,1,0,0,0,294110,276231,0,1,0,1,65,92218958,70728734,19650866,3998941,1610615899,0,1,0,0,0,1,1,2,0,0,0,1,0
165074868,FIELD,64,163,1142740,64,66,1,1,0,0,295615,276231,0,1,0,1,65,93203388,70728734,19650866,4023366,1610615899,0,1,0,0,0,1,1,2,0,0,0,1,0
165074869,SELECT,66,164,1142740,66,67,1,0,0,0,295615,276231,0,1,1,1,65,93203389,70728734,19650866,4023366,1610616179,0,1,0,0,0,1,1,2,0,0,0,1,0
165158762,PUBLISH,66,164,1143668,66,67,1,0,0,0,295741,276231,0,1,1,1,66,93286354,70728734,19650866,4024394,1610616179,0,1,0,0,0,1,1,2,0,0,0,1,0
165206129,READY,68,164,1143669,66,67,1,0,0,0,295812,276231,0,1,1,1,66,93333721,70728734,19650866,4026212,1610616179,1,1,0,0,0,1,1,0,0,0,0,1,0
166073962,FIELD,66,164,1143669,66,67,1,0,0,0,297113,276231,0,1,1,1,66,93333721,71596566,19650866,4026212,1677727091,1,1,0,0,0,1,1,0,0,2,0,1,0
167076868,FIELD,66,165,1143669,66,67,1,0,0,0,298618,276231,0,1,1,1,66,93333721,72599472,19650866,4026212,1677727091,1,1,0,0,0,1,1,0,0,2,0,1,0
168075962,FIELD,66,166,1143669,66,67,1,1,0,0,300116,276231,0,1,1,1,66,93333721,73598566,19650866,4026212,1677727091,1,1,0,0,0,1,1,0,0,2,0,1,0
168075963,START,69,167,1143670,67,65,1,0,0,0,300116,276231,0,0,0,1,66,93333721,73598567,19650866,4026212,1677727043,1,1,0,0,0,1,1,0,0,2,0,1,0
168075963,SELECT,67,167,1143670,67,65,1,0,0,0,300116,276231,0,0,0,1,66,93333721,73598567,19650866,4026212,1677727043,1,1,0,0,0,1,1,0,0,2,0,1,0
168163668,PUBLISH,67,167,1145485,67,65,1,0,0,0,300248,276231,0,0,0,1,67,93419611,73598567,19650866,4026812,1811944771,1,1,0,0,0,1,1,0,0,2,0,1,1
169078868,FIELD,67,167,1161916,67,65,1,0,0,0,301621,276231,0,0,0,1,67,94318379,73598567,19650866,4055237,1811944771,0,1,0,0,0,1,1,0,0,2,0,1,1
170077962,FIELD,67,168,1180356,67,65,1,1,0,0,303119,276231,0,0,0,1,67,95299033,73598567,19650866,4081410,1811944771,0,1,0,0,0,1,1,0,0,2,0,1,1
170077963,SELECT,65,169,1180356,65,68,1,0,0,0,303119,276231,0,0,1,1,67,95299034,73598567,19650866,4081410,3959424256,0,1,0,0,0,1,1,0,1,2,0,1,1
170142378,READY,69,169,1180357,65,68,1,0,0,0,303216,276231,0,0,1,0,68,95363449,73598567,19650866,4082683,3959424256,1,1,0,0,0,1,1,1,1,2,0,1,1
170142379,START,70,169,1180358,65,68,1,0,0,0,303216,276231,0,0,1,0,68,95363449,73598567,19650866,4082683,3959424256,1,1,0,0,0,1,1,1,1,2,1,0,0
170165668,PUBLISH,65,169,1180358,65,68,1,0,0,0,303251,276231,0,0,1,1,68,95363449,73621855,19674154,4082683,3959424256,1,1,0,0,0,1,1,1,1,2,1,0,0
171080868,FIELD,65,169,1180358,65,68,1,0,0,0,304624,276231,0,0,1,1,68,95363449,74537055,20589354,4082683,3959424256,1,1,0,0,0,1,1,1,1,2,1,0,0
172079962,FIELD,65,170,1180358,65,68,1,0,0,0,306122,276231,0,0,1,1,68,95363449,75536149,21588448,4082683,3959424256,1,1,0,0,0,1,1,1,1,2,1,0,0
173082868,FIELD,65,171,1180358,65,68,1,1,0,0,307627,276231,0,0,1,1,68,95363449,76539055,22591354,4082683,3959424256,1,1,0,0,0,1,1,1,1,2,1,0,0
173082869,SELECT,68,172,1180358,68,69,1,0,0,0,307627,276231,0,1,0,1,68,95363449,76539056,22591355,4082683,3959424256,1,1,0,0,0,1,1,1,2,0,0,0,1
173166762,PUBLISH,68,172,1181964,68,69,1,0,0,0,307753,276231,0,1,0,1,69,95445735,76539056,22591356,4083283,3959424256,0,1,0,0,0,1,1,1,2,0,0,0,1
174081962,FIELD,68,172,1199288,68,69,1,0,0,0,309125,276231,0,1,0,1,69,96343611,76539056,22591356,4110954,3959424256,0,1,0,0,0,1,1,1,2,0,0,0,1
175084868,FIELD,68,173,1216760,68,69,1,1,0,0,310630,276231,0,1,0,1,69,97329045,76539056,22591356,4136643,3959424256,0,1,0,0,0,1,1,1,2,0,0,0,1
175084869,SELECT,69,174,1216760,69,69,0,0,0,0,310630,276231,0,1,1,1,69,97329046,76539056,22591356,4136643,3758097664,0,1,0,0,0,1,1,1,0,0,0,0,1
175168762,PUBLISH,69,174,1217360,69,69,0,0,0,0,310756,276231,0,1,1,1,70,97412339,76539056,22591356,4137358,3758097664,0,1,0,0,0,1,1,1,0,0,0,0,1
175187779,READY,70,174,1217361,69,69,0,0,0,0,310784,276231,0,1,1,1,70,97431356,76539056,22591356,4138601,3758097664,1,1,0,0,0,1,1,2,0,0,0,0,1
175187780,START,71,174,1217362,69,70,0,0,0,0,310784,276231,0,1,1,1,70,97431356,76539056,22591356,4138601,3825206528,1,1,0,0,0,1,1,2,0,1,0,0,0
176083962,FIELD,69,174,1233960,69,70,1,0,0,0,312128,276231,0,1,1,1,70,98310939,76539056,22591356,4164720,3959424256,0,1,0,0,0,1,1,2,0,1,0,0,1
177086868,FIELD,69,175,1251972,69,70,1,0,0,0,313633,276231,0,1,1,1,70,99295833,76539056,22591356,4189413,3959424256,0,1,0,0,0,1,1,2,0,1,0,0,1
177318570,READY,71,176,1254713,69,70,1,0,0,0,313980,276231,0,1,1,1,70,99524795,76539056,22591356,4195959,3959424256,1,1,0,0,0,1,1,0,0,1,0,0,1
177318731,START,72,176,1254874,69,70,1,0,0,0,313981,276231,0,1,1,1,70,99524795,76539056,22591356,4195959,3959424256,1,1,0,0,0,1,1,0,0,1,1,2,0
178085962,FIELD,69,176,1254874,69,70,1,1,0,0,315131,276231,0,1,1,1,70,99524795,77306286,22591356,4195959,3959424256,1,1,0,0,0,1,1,0,0,1,1,2,0
178085963,SELECT,70,177,1254875,70,71,1,0,0,0,315131,276231,0,0,0,1,70,99524795,77306287,22591356,4195959,3959424256,1,1,0,0,0,1,1,0,1,2,0,2,1
178173668,PUBLISH,70,177,1256622,70,71,1,0,0,0,315263,276231,0,0,0,1,71,99610752,77306287,22591356,4196402,3959424256,0,1,0,0,0,1,1,0,1,2,0,2,1
179088868,FIELD,70,177,1282485,70,71,1,0,0,0,316636,276231,0,0,0,1,71,100500089,77306287,22591356,4227917,3959424256,0,1,0,0,0,1,1,0,1,2,0,2,1
180087962,FIELD,70,178,1310782,70,71,1,1,0,0,318134,276231,0,0,0,1,71,101470886,77306287,22591356,4261119,3959424256,0,1,0,0,0,1,1,0,1,2,0,2,1
180087963,SELECT,71,179,1310782,71,71,0,0,0,0,318134,276231,0,0,1,1,71,101470887,77306287,22591356,4261119,3758097664,0,1,0,0,0,1,1,0,2,2,0,2,1
180175668,PUBLISH,71,179,1312841,71,71,0,0,0,0,318266,276231,0,0,1,1,72,101556533,77306287,22591356,4261930,3758097664,0,1,0,0,0,1,1,0,2,2,0,2,1
180249421,PTS,7,179,1315133,71,71,0,0,0,0,318377,276231,0,0,1,1,72,101627995,77306287,22591356,4264978,3758097664,1,1,0,0,0,1,1,0,2,2,0,2,1
180259209,START,73,179,1315438,71,71,0,0,0,0,318391,276231,0,0,1,1,72,101637478,77306287,22591356,4265256,3758097664,1,1,0,0,0,1,1,0,2,2,0,2,1
180259210,READY,72,179,1315439,71,71,0,0,0,0,318391,276231,0,0,1,1,72,101637478,77306287,22591356,4265257,1610613445,1,1,0,0,0,1,1,1,2,2,0,2,1
181090869,FIELD,71,179,1326804,71,71,0,0,0,0,319639,276231,0,0,1,1,72,102457771,77306287,22591356,4337684,1610613317,0,1,0,0,0,1,1,1,2,2,0,2,0
181892132,READY,73,180,1335988,71,71,0,0,0,0,320841,276231,0,0,1,1,72,103249850,77306287,22591356,4407919,1610613317,0,1,0,0,0,1,1,1,2,2,0,2,0
181892134,START,74,180,1335990,71,73,1,0,1,1,320841,276231,0,0,1,1,72,103249851,77306287,22591356,4407919,1610613321,1,1,0,0,0,1,1,1,2,2,0,2,0
182089962,FIELD,71,180,1339324,71,73,1,0,1,1,321137,276231,0,0,1,1,72,103444344,77306287,22591356,4417635,1610613837,0,1,0,0,0,1,1,1,2,2,0,2,0
183092869,FIELD,71,181,1351340,71,73,1,1,1,1,322642,276231,0,0,1,1,72,104435235,77306287,22591356,4511701,1610613837,0,1,0,0,0,1,1,1,2,2,0,2,0
183092870,SELECT,73,182,1351340,73,71,0,0,0,0,322642,318272,1,1,0,1,72,104435236,77306287,22591356,4511701,1610614117,0,1,0,0,0,1,1,1,2,2,0,2,0
183176762,PUBLISH,73,182,1352744,73,71,0,0,0,0,322768,318272,1,1,0,1,73,104517724,77306287,22591356,4515818,1610614117,0,1,0,0,0,1,1,1,2,2,0,2,0
183612203,READY,74,182,1357740,73,71,0,0,0,0,323421,318272,1,1,0,1,73,104948169,77306287,22591356,4542695,1610614117,0,1,0,0,0,1,1,1,2,2,0,2,0
183612205,START,75,182,1357742,73,74,1,0,0,0,323421,318272,1,1,0,1,73,104948170,77306287,22591356,4542695,1610614129,1,1,0,0,0,1,1,1,2,2,0,2,0
184091962,FIELD,73,182,1366036,73,74,1,0,0,0,324140,318272,1,1,0,1,73,105419632,77306287,22591356,4556508,1610616179,0,1,0,0,0,1,1,1,2,2,0,2,0
185094869,FIELD,73,183,1383476,73,74,1,1,0,0,325645,318272,1,1,0,1,73,106405099,77306287,22591356,4578935,1610616179,0,1,0,0,0,1,1,1,2,2,0,2,0
185094870,SELECT,74,184,1383476,74,72,1,0,0,0,325645,318272,0,1,1,1,73,106405100,77306287,22591356,4578935,1610616131,0,1,0,0,0,1,1,1,2,2,0,2,0
185178762,PUBLISH,74,184,1384720,74,72,1,0,0,0,325771,318272,0,1,1,1,74,106487748,77306287,22591356,4579743,1610616131,0,1,0,0,0,1,1,1,2,2,0,2,0
185835234,READY,75,184,1395385,74,72,1,0,0,0,326755,318272,0,1,1,1,74,107133556,77306287,22591356,4599171,1610616131,1,1,0,0,0,1,1,2,2,2,0,2,0
185835235,START,76,184,1395386,74,72,1,0,0,0,326755,318272,0,1,1,1,74,107133556,77306287,22591356,4599171,1677727043,1,1,0,0,0,1,1,2,2,1,0,2,0
186093962,FIELD,74,184,1400564,74,72,1,0,0,0,327143,318272,0,1,1,1,74,107387104,77306287,22591356,4606519,1811944771,0,1,0,0,0,1,1,2,2,1,0,2,1
187096869,FIELD,74,185,1419028,74,72,1,0,0,0,328648,318272,0,1,1,1,74,108371547,77306287,22591356,4629705,1811944771,0,1,0,0,0,1,1,2,2,1,0,2,1
188095962,FIELD,74,186,1437072,74,72,1,1,0,0,330146,318272,0,1,1,1,74,109352596,77306287,22591356,4653694,1811944771,0,1,0,0,0,1,1,2,2,1,0,2,1
188095963,SELECT,72,187,1437072,72,75,1,0,0,0,330146,276231,0,0,0,1,74,109352597,77306287,22591356,4653694,3959424256,0,1,0,0,0,1,1,2,0,1,0,2,1
188123618,READY,76,187,1437073,72,75,1,0,0,0,330188,276231,0,0,0,0,75,109380252,77306287,22591356,4654627,3959424256,1,1,0,0,0,1,1,0,0,1,0,2,1
188123619,START,77,187,1437074,72,75,1,0,0,0,330188,276231,0,0,0,0,75,109380252,77306287,22591356,4654627,3959424256,1,1,0,0,0,1,1,0,0,1,1,2,0
188183668,PUBLISH,72,187,1437074,72,75,1,0,0,0,330278,276231,0,0,0,1,75,109380252,77366335,22651404,4654627,3959424256,1,1,0,0,0,1,1,0,0,1,1,2,0
189098869,FIELD,72,187,1437074,72,75,1,0,0,0,331651,276231,0,0,0,1,75,109380252,78281536,23566605,4654627,3959424256,1,1,0,0,0,1,1,0,0,1,1,2,0
190097962,FIELD,72,188,1437074,72,75,1,1,0,0,333149,276231,0,0,0,1,75,109380252,79280629,24565698,4654627,3959424256,1,1,0,0,0,1,1,0,0,1,1,2,0
190097963,SELECT,75,189,1437074,75,76,1,0,0,0,333149,318272,0,0,1,1,75,109380252,79280630,24565699,4654627,3959424256,1,1,0,0,0,1,1,0,1,2,0,2,1
190185669,PUBLISH,75,189,1439128,75,76,1,0,0,0,333281,318272,0,0,1,1,76,109465903,79280630,24565700,4655022,3959424256,0,1,0,0,0,1,1,0,1,2,0,2,1
191100869,FIELD,75,189,1459148,75,76,1,0,0,0,334654,318272,0,0,1,1,76,110361083,79280630,24565700,4677928,3959424256,0,1,0,0,0,1,1,0,1,2,0,2,1
192099962,FIELD,75,190,1478984,75,76,1,0,0,0,336152,318272,0,0,1,1,76,111340340,79280630,24565700,4699463,3959424256,0,1,0,0,0,1,1,0,1,2,0,2,1
192614058,READY,77,191,1487125,75,76,1,0,0,0,336924,318272,0,0,1,1,76,111846296,79280630,24565700,4712168,3959424256,1,1,0,0,0,1,1,1,1,2,0,2,1
192614059,START,78,191,1487126,75,76,1,0,0,0,336924,318272,0,0,1,1,76,111846296,79280630,24565700,4712168,3959424256,1,1,0,0,0,1,1,1,1,2,1,0,0
193102869,FIELD,75,191,1494860,75,76,1,1,0,0,337657,318272,0,0,1,1,76,112327370,79280631,24565700,4746527,1811939909,0,1,0,0,0,1,1,1,1,2,0,0,0
193102870,SELECT,76,192,1494860,76,76,0,0,0,0,337657,318272,0,1,0,1,76,112327371,79280631,24565700,4746527,1610613317,0,1,0,0,0,1,1,1,2,2,0,0,0
193186762,PUBLISH,76,192,1495788,76,76,0,0,0,0,337783,318272,0,1,0,1,77,112410335,79280631,24565700,4751786,1610613317,0,1,0,0,0,1,1,1,2,2,0,0,0
194101962,FIELD,76,192,1508268,76,76,0,0,0,0,339155,318272,0,1,0,1,77,113313055,79280631,24565700,4835108,1610613317,0,1,0,0,0,1,1,1,2,2,0,0,0
194538344,READY,78,193,1513632,76,76,0,0,0,0,339810,318272,0,1,0,1,77,113744073,79280631,24565700,4856612,1610613317,0,1,0,0,0,1,1,1,2,2,0,0,0
194538346,START,79,193,1513634,76,78,1,0,0,0,339810,318272,0,1,0,1,77,113744074,79280631,24565700,4856612,1610613321,1,1,0,0,0,1,1,1,2,2,0,0,0
195104869,FIELD,76,193,1522592,76,78,1,1,0,0,340660,318272,0,1,0,1,77,114301638,79280631,24565700,4899180,1610613837,0,1,0,0,0,1,1,1,2,2,0,0,0
195104870,SELECT,78,194,1522592,78,76,0,0,0,0,340660,318272,0,1,1,1,77,114301639,79280631,24565700,4899180,1610614117,0,1,0,0,0,1,1,1,2,2,0,0,0
195188762,PUBLISH,78,194,1523512,78,76,0,0,0,0,340786,318272,0,1,1,1,78,114384611,79280631,24565700,4907639,1610614117,0,1,0,0,0,1,1,1,2,2,0,0,0
196103962,FIELD,78,194,1536240,78,76,0,0,0,0,342158,318272,0,1,1,1,78,115287083,79280631,24565700,4985726,1610614117,0,1,0,0,0,1,1,1,2,2,0,0,0
196470297,READY,79,195,1540808,78,76,0,0,0,0,342708,318272,0,1,1,1,78,115648850,79280631,24565700,5002447,1610614117,0,1,0,0,0,1,1,1,2,2,0,0,0
196470299,START,80,195,1540810,78,79,1,0,0,0,342708,318272,0,1,1,1,78,115648851,79280631,24565700,5002447,1610614129,1,1,0,0,0,1,1,1,2,2,0,0,0
197106869,FIELD,78,195,1554368,78,79,1,0,0,0,343663,318272,0,1,1,1,78,116271862,79280631,24565700,5017817,1610616179,0,1,0,0,0,1,1,1,2,2,0,0,0
198105962,FIELD,78,196,1575562,78,79,1,1,0,0,345161,318272,0,1,1,1,78,117249761,79280631,24565700,5039548,1610616179,0,1,0,0,0,1,1,1,2,2,0,0,0
198105963,SELECT,79,197,1575562,79,77,1,0,0,0,345161,318272,0,0,0,1,78,117249762,79280631,24565700,5039548,1610616131,0,1,0,0,0,1,1,1,2,2,0,0,0
198193669,PUBLISH,79,197,1577776,79,77,1,0,0,0,345293,318272,0,0,0,1,79,117335254,79280631,24565700,5040346,1610616131,0,1,0,0,0,1,1,1,2,2,0,0,0
198964125,READY,80,197,1590069,79,77,1,0,0,0,346449,318272,0,0,0,1,79,118093418,79280631,24565700,5062181,1610616131,1,1,0,0,0,1,1,2,2,2,0,0,0
198964126,START,81,197,1590070,79,77,1,0,0,0,346449,318272,0,0,0,1,79,118093418,79280631,24565700,5062181,1677727043,1,1,0,0,0,1,1,2,2,1,0,0,0
199108869,FIELD,79,197,1594188,79,77,1,0,0,0,346666,318272,0,0,0,1,79,118234042,79280631,24565700,5064885,1811944771,0,1,0,0,0,1,1,2,2,1,0,0,1
200107962,FIELD,79,198,1615334,79,77,1,1,0,0,348164,318272,0,0,0,1,79,119211989,79280631,24565700,5085415,1811944771,0,1,0,0,0,1,1,2,2,1,0,0,1
200107963,SELECT,77,199,1615334,77,80,1,0,0,0,348164,318272,0,0,1,1,79,119211990,79280631,24565700,5085415,3959424256,0,1,0,0,0,1,1,2,0,1,0,0,1
200195669,PUBLISH,77,199,1617036,77,80,1,0,0,0,348296,318272,0,0,1,1,80,119297994,79280631,24565700,5086109,3959424256,0,1,0,0,0,1,1,2,0,1,0,0,1
201110869,FIELD,77,199,1638776,77,80,1,0,0,0,349669,318272,0,0,1,1,80,120191454,79280631,24565700,5107802,3959424256,0,1,0,0,0,1,1,2,0,1,0,0,1
201540890,READY,81,200,1645393,77,80,1,0,0,0,350314,318272,0,0,1,1,80,120614859,79280631,24565700,5118261,3959424256,1,1,0,0,0,1,1,0,0,1,0,0,1
201540891,START,82,200,1645394,77,80,1,0,0,0,350314,318272,0,0,1,1,80,120614859,79280631,24565700,5118261,3959424256,1,1,0,0,0,1,1,0,0,1,1,2,0
202109962,FIELD,77,200,1653952,77,80,1,0,0,0,351167,318272,0,0,1,1,80,121175370,79280632,24565700,5160415,1811939909,0,1,0,0,0,1,1,0,0,1,0,2,0
203112869,FIELD,77,201,1668652,77,80,1,1,0,0,352672,318272,0,0,1,1,80,122163577,79280632,24565700,5245601,1811939909,0,1,0,0,0,1,1,0,0,1,0,2,0
203112870,SELECT,80,202,1668652,80,80,0,0,0,0,352672,318272,0,1,0,1,80,122163578,79280632,24565700,5245601,1610613317,0,1,0,0,0,1,1,0,1,1,0,2,0
203196762,PUBLISH,80,202,1669740,80,80,0,0,0,0,352798,318272,0,1,0,1,81,122246382,79280632,24565700,5248988,1610613317,0,1,0,0,0,1,1,0,1,1,0,2,0
203558333,READY,82,202,1674584,80,80,0,0,0,0,353340,318272,0,1,0,1,81,122603109,79280632,24565700,5265899,1610613317,0,1,0,0,0,1,1,0,1,1,0,2,0
203558335,START,83,202,1674586,80,82,1,0,0,0,353340,318272,0,1,0,1,81,122603110,79280632,24565700,5265899,1610613321,1,1,0,0,0,1,1,0,1,1,0,2,0
204111962,FIELD,80,202,1683496,80,82,1,0,0,0,354170,318272,0,1,0,1,81,123147826,79280632,24565700,5307940,1610613837,0,1,0,0,0,1,1,0,1,1,0,2,0
205114869,FIELD,80,203,1698056,80,82,1,1,0,0,355675,318272,0,1,0,1,81,124136173,79280632,24565700,5393149,1610613837,0,1,0,0,0,1,1,0,1,1,0,2,0
205114870,SELECT,82,204,1698056,82,80,0,0,0,0,355675,318272,0,1,1,1,81,124136174,79280632,24565700,5393149,1610614117,0,1,0,0,0,1,1,0,1,1,0,2,0
205198762,PUBLISH,82,204,1699136,82,80,0,0,0,0,355801,318272,0,1,1,1,82,124218986,79280632,24565700,5396680,1610614117,0,1,0,0,0,1,1,0,1,1,0,2,0
205624424,READY,83,204,1705108,82,80,0,0,0,0,356439,318272,0,1,1,1,82,124638676,79280632,24565700,5416275,1610614117,0,1,0,0,0,1,1,0,1,1,0,2,0
205624586,START,84,204,1705270,82,83,1,0,0,0,356439,318272,0,1,1,1,82,124638677,79280632,24565700,5416275,1610614129,1,1,0,0,0,1,1,0,1,1,0,2,0
206113962,FIELD,82,204,1718447,82,83,1,0,0,0,357173,318272,0,1,1,1,82,125114875,79280632,24565700,5433419,1610616179,0,1,0,0,0,1,1,0,1,1,0,2,0
207116869,FIELD,82,205,1750049,82,83,1,0,0,0,358678,318272,0,1,1,1,82,126086180,79280632,24565700,5465850,1610616179,0,1,0,0,0,1,1,0,1,1,0,2,0
207811327,PTS,8,206,1768379,82,83,1,0,0,0,359719,318272,0,1,1,1,82,126762309,79280632,24565700,5488873,1610616179,1,1,0,0,0,1,1,0,1,1,0,2,0
207823202,START,85,206,1768714,82,83,1,0,0,0,359737,318272,0,1,1,1,82,126773849,79280632,24565700,5489382,1610616179,1,1,0,0,0,1,1,0,1,1,0,2,0
207823203,READY,84,206,1768714,82,83,1,0,0,0,359737,318272,0,1,1,1,82,126773849,79280632,24565700,5489382,1610616179,1,1,0,0,0,1,1,1,1,1,0,2,0
208115962,FIELD,82,206,1768714,82,83,1,1,0,0,360176,318272,0,1,1,1,82,126773849,79573391,24565700,5489382,1677727091,1,1,0,0,0,1,1,1,1,0,0,2,0
208115963,SELECT,83,207,1768714,83,81,1,0,0,0,360176,318272,0,0,0,1,82,126773849,79573392,24565700,5489382,1677727043,1,1,0,0,0,1,1,1,1,0,0,2,0
208203669,PUBLISH,83,207,1769860,83,81,1,0,0,0,360308,318272,0,0,0,1,83,126860408,79573393,24565700,5491747,1091872067,0,1,0,0,0,1,1,1,1,0,0,2,0
209118869,FIELD,83,207,1781156,83,81,1,0,0,0,361681,318272,0,0,0,1,83,127764312,79573393,24565700,5590718,1091872067,0,1,0,0,0,1,1,1,1,0,0,2,0
209837928,READY,85,208,1789000,83,81,1,0,0,0,362759,318272,0,0,0,1,83,128475527,79573393,24565700,5649560,1091872067,0,1,0,0,0,1,1,1,1,0,0,2,0
210117962,FIELD,83,208,1789001,83,81,1,1,0,0,363179,318272,0,0,0,1,83,128475528,79853425,24565700,5649560,1091904835,1,1,0,0,0,1,1,1,1,0,0,2,0
210117963,SELECT,81,209,1789001,81,84,0,0,0,0,363179,318272,0,0,1,1,83,128475528,79853426,24565700,5649560,1125459203,1,1,0,0,0,1,1,1,2,0,0,2,0
