cycle,event,id,type,temporal_reference,bank,hold_total
570479285,START,230,3,1,-1,115093987
572403920,READY,230,3,1,3,115093987
572403922,START,231,2,5,-1,115093987
573482874,DISPLAY,229,3,0,2,115093987
575131099,READY,231,2,5,0,115093987
575484874,START,232,3,3,-1,115447761
575484874,DISPLAY,230,3,1,3,115447761
577359611,READY,232,3,3,2,115447761
578485968,DISPLAY,228,1,2,2,116574116
578485969,START,233,3,4,-1,116574117
580368467,READY,233,3,4,3,116574117
580368469,START,234,2,8,-1,116574117
580487968,DISPLAY,232,3,3,2,116574117
583151496,READY,234,2,8,1,116574117
583492874,START,235,3,6,-1,116915494
583492874,DISPLAY,233,3,4,3,116915494
585408323,READY,235,3,6,2,116915494
585494874,DISPLAY,231,2,5,0,117002043
585494875,START,236,3,7,-1,117002044
587392212,READY,236,3,7,3,117002044
587392214,START,237,2,11,-1,117002044
588495968,DISPLAY,235,3,6,2,117002044
590075801,READY,237,2,11,2,117002044
590497968,START,238,3,9,-1,117424210
590497968,DISPLAY,236,3,7,3,117424210
592381626,READY,238,3,9,2,117424210
593502874,DISPLAY,234,2,8,1,118545456
593502875,START,239,3,10,-1,118545457
595367338,READY,239,3,10,3,118545457
595367500,START,240,1,2,-1,118545457
595504874,DISPLAY,238,3,9,2,118545457
597897322,START,241,3,0,-1,118545457
597897323,READY,240,1,2,0,118545457
598505968,DISPLAY,239,3,10,3,119154102
600468632,READY,241,3,0,2,119154103
600507968,DISPLAY,237,2,11,2,119193437
600507969,START,242,3,1,-1,119193438
602409060,READY,242,3,1,3,119193438
602409062,START,243,2,5,-1,119193438
603512875,DISPLAY,241,3,0,2,119193438
605021410,READY,243,2,5,1,119193438
605514875,START,244,3,3,-1,119686902
605514875,DISPLAY,242,3,1,3,119686902
607320277,READY,244,3,3,2,119686902
608515968,DISPLAY,240,1,2,0,120882591
608515969,START,245,3,4,-1,120882592
610313332,READY,245,3,4,3,120882592
610313334,START,246,2,8,-1,120882592
610517968,DISPLAY,244,3,3,2,120882592
612958602,READY,246,2,8,2,120882592
613522875,START,247,3,6,-1,121446864
613522875,DISPLAY,245,3,4,3,121446864
615349609,READY,247,3,6,2,121446864
615524875,DISPLAY,243,2,5,1,121622128
615524876,START,248,3,7,-1,121622129
617337505,READY,248,3,7,3,121622129
617337507,START,249,2,11,-1,121622129
618525968,DISPLAY,247,3,6,2,121622129
619942494,READY,249,2,11,0,121622129
620527968,START,250,3,9,-1,122207602
620527968,DISPLAY,248,3,7,3,122207602
622319422,READY,250,3,9,2,122207602
623532875,DISPLAY,246,2,8,2,123421053
623532876,START,251,3,10,-1,123421054
625325693,READY,251,3,10,3,123421054
625325855,START,252,1,2,-1,123421054
625534875,DISPLAY,250,3,9,2,123421054
627818402,START,253,3,0,-1,123421054
627818403,READY,252,1,2,1,123421054
628535968,DISPLAY,251,3,10,3,124138619
630408059,READY,253,3,0,2,124138620
630537968,DISPLAY,249,2,11,0,124268527
630537969,START,254,3,1,-1,124268528
632331662,READY,254,3,1,3,124268528
632331664,START,255,2,5,-1,124268528
633542875,DISPLAY,253,3,0,2,124268528
634927148,READY,255,2,5,2,124268528
635544875,START,256,3,3,-1,124886254
635544875,DISPLAY,254,3,1,3,124886254
637251618,READY,256,3,3,2,124886254
638545968,DISPLAY,252,1,2,1,126180602
638545969,START,257,3,4,-1,126180603
640237876,READY,257,3,4,3,126180603
640237878,START,258,2,8,-1,126180603
640547968,DISPLAY,256,3,3,2,126180603
642822941,READY,258,2,8,0,126180603
643552875,START,259,3,6,-1,126910536
643552875,DISPLAY,257,3,4,3,126910536
645294680,READY,259,3,6,2,126910536
645554875,DISPLAY,255,2,5,2,127170729
645554876,START,260,3,7,-1,127170730
647250577,READY,260,3,7,3,127170730
647250579,START,261,2,11,-1,127170730
648555968,DISPLAY,259,3,6,2,127170730
649877100,READY,261,2,11,1,127170730
650557968,START,262,3,9,-1,127851597
650557968,DISPLAY,260,3,7,3,127851597
652257145,READY,262,3,9,2,127851597
653562875,DISPLAY,258,2,8,0,129157325
653562876,START,263,3,10,-1,129157326
655217446,READY,263,3,10,3,129157326
655217608,START,264,1,2,-1,129157326
655564875,DISPLAY,262,3,9,2,129157326
657609705,START,265,3,0,-1,129157326
657609706,READY,264,1,2,2,129157326
658565969,DISPLAY,263,3,10,3,130113589
660314075,READY,265,3,0,2,130113590
660567969,DISPLAY,261,2,11,1,130367482
660567970,START,266,3,1,-1,130367483
662196570,READY,266,3,1,3,130367483
662196572,START,267,2,5,-1,130367483
663572875,DISPLAY,265,3,0,2,130367483
664642275,READY,267,2,5,0,130367483
665574875,START,268,3,3,-1,131300082
665574875,DISPLAY,266,3,1,3,131300082
667208501,READY,268,3,3,2,131300082
668575969,DISPLAY,264,1,2,2,132667548
668575970,START,269,3,4,-1,132667549
670237528,READY,269,3,4,3,132667549
670237530,START,270,2,8,-1,132667549
670577969,DISPLAY,268,3,3,2,132667549
672814377,READY,270,2,8,1,132667549
673582875,START,271,3,6,-1,133436046
673582875,DISPLAY,269,3,4,3,133436046
675309570,READY,271,3,6,2,133436046
675584875,DISPLAY,267,2,5,0,133711349
675584876,START,272,3,7,-1,133711350
677334159,READY,272,3,7,3,133711350
677334161,START,273,2,11,-1,133711350
678585969,DISPLAY,271,3,6,2,133711350
679956757,READY,273,2,11,2,133711350
680587969,START,274,3,9,-1,134342561
680587969,DISPLAY,272,3,7,3,134342561
682394809,READY,274,3,9,2,134342561
683592876,DISPLAY,270,2,8,1,135540626
683592877,START,275,3,10,-1,135540627
685401511,READY,275,3,10,3,135540627
685401673,START,276,1,2,-1,135540627
685594876,DISPLAY,274,3,9,2,135540627
687794681,START,277,3,0,-1,135540627
687794682,READY,276,1,2,0,135540627
688595969,DISPLAY,275,3,10,3,136341914
690305471,READY,277,3,0,2,136341915
690597969,DISPLAY,273,2,11,2,136634411
690597970,START,278,3,1,-1,136634412
692228573,READY,278,3,1,3,136634412
692228575,START,279,2,5,-1,136634412
693602876,DISPLAY,277,3,0,2,136634412
694738423,READY,279,2,5,1,136634412
695604876,START,280,3,3,-1,137500864
695604876,DISPLAY,278,3,1,3,137500864
697244757,READY,280,3,3,2,137500864
698605969,DISPLAY,276,1,2,0,138862074
698605970,START,281,3,4,-1,138862075
700304258,READY,281,3,4,3,138862075
700304260,START,282,2,8,-1,138862075
700607969,DISPLAY,280,3,3,2,138862075
702886414,READY,282,2,8,2,138862075
703612876,START,283,3,6,-1,139588536
703612876,DISPLAY,281,3,4,3,139588536
705355393,READY,283,3,6,2,139588536
705614876,DISPLAY,279,2,5,1,139848017
705614877,START,284,3,7,-1,139848018
707375093,READY,284,3,7,3,139848018
707375095,START,285,2,11,-1,139848018
708615969,DISPLAY,283,3,6,2,139848018
710041462,READY,285,2,11,0,139848018
710617969,START,286,3,9,-1,140424524
710617969,DISPLAY,284,3,7,3,140424524
712360013,READY,286,3,9,2,140424524
713622876,DISPLAY,282,2,8,2,141687385
713622877,START,287,3,10,-1,141687386
715377041,READY,287,3,10,3,141687386
715377203,START,288,1,2,-1,141687386
715624876,DISPLAY,286,3,9,2,141687386
717767337,READY,288,1,2,1,141687386
718625969,DISPLAY,287,3,10,3,142546017
720627969,DISPLAY,285,2,11,0,142546017
724631969,DISPLAY,288,1,2,1,146550017
