cycle,event,id,type,temporal_reference,bank,hold_total
107387285,START,44,2,8,-1,60709471
108015962,DISPLAY,42,2,6,1,61338147
110017962,DISPLAY,43,2,7,2,61338147
110329749,READY,44,2,8,0,61338147
110329750,START,45,2,9,-1,61338147
112679760,READY,45,2,9,1,61338147
112679761,START,46,2,11,-1,61338147
113022869,DISPLAY,44,2,8,0,61681254
115024869,DISPLAY,45,2,9,1,61681254
115456681,READY,46,2,11,2,61681254
115456682,START,47,3,10,-1,61681254
116944013,READY,47,3,10,2,61681254
116944175,START,48,1,0,-1,61681254
118025962,DISPLAY,47,3,10,2,61681254
118961894,START,49,2,2,-1,61681254
118961895,READY,48,1,0,0,61681254
120027962,DISPLAY,46,2,11,2,61681256
120619636,READY,49,2,2,1,61681256
120619637,START,50,3,1,-1,61681256
121746770,READY,50,3,1,2,61681257
121746772,START,51,2,3,-1,61681257
123032869,DISPLAY,48,1,0,0,62967353
124695579,READY,51,2,3,2,62967353
124695580,START,52,2,5,-1,62967353
125034869,DISPLAY,50,3,1,2,63306641
126738096,READY,52,2,5,0,63306642
128035962,START,53,3,4,-1,64604507
128035962,DISPLAY,49,2,2,1,64604507
129200948,READY,53,3,4,2,64604508
129200950,START,54,2,6,-1,64604508
130037962,DISPLAY,51,2,3,2,65441519
131725596,READY,54,2,6,1,65441519
131725597,START,55,2,7,-1,65441519
133042869,DISPLAY,53,3,4,2,66758790
134804811,READY,55,2,7,2,66758791
135044869,START,56,2,8,-1,66998848
135044869,DISPLAY,52,2,5,0,66998848
138045962,DISPLAY,54,2,6,1,69999940
139786557,READY,56,2,8,0,69999940
139786558,START,57,2,9,-1,69999940
140047962,DISPLAY,55,2,7,2,70261343
142030906,READY,57,2,9,1,70261343
142030907,START,58,2,10,-1,70261343
143052869,DISPLAY,56,2,8,0,71283304
145021497,READY,58,2,10,2,71283304
145021498,START,59,2,11,-1,71283304
145054869,DISPLAY,57,2,9,1,71316674
147016121,READY,59,2,11,0,71316674
147016282,START,60,1,0,-1,71316674
148055962,DISPLAY,58,2,10,2,72356353
150057962,DISPLAY,59,2,11,0,72356353
150129422,START,61,2,3,-1,72356353
150129423,READY,60,1,0,1,72356353
152190137,READY,61,2,3,2,72356354
152190138,START,62,3,1,-1,72356354
153062869,DISPLAY,60,1,0,1,72356355
153588641,READY,62,3,1,2,72356355
153588643,START,63,3,2,-1,72356355
155044478,READY,63,3,2,3,72356355
155044480,START,64,2,4,-1,72356355
155064869,DISPLAY,62,3,1,2,72356355
157056633,READY,64,2,4,0,72356355
158065963,START,65,2,7,-1,73365684
158065963,DISPLAY,63,3,2,3,73365684
160067963,DISPLAY,61,2,3,2,73365684
160085906,READY,65,2,7,1,73365684
160085907,START,66,3,5,-1,73365684
161705629,READY,66,3,5,2,73365685
161705631,START,67,3,6,-1,73365685
163072869,DISPLAY,64,2,4,0,73365685
163174326,READY,67,3,6,3,73365685
163174328,START,68,2,8,-1,73365685
165074869,DISPLAY,66,3,5,2,73365685
165183186,READY,68,2,8,2,73365685
168075963,START,69,2,9,-1,76258461
168075963,DISPLAY,67,3,6,3,76258461
170077963,DISPLAY,65,2,7,1,76258461
170137775,READY,69,2,9,0,76258461
170137776,START,70,2,10,-1,76258461
173082869,DISPLAY,68,2,8,2,79203553
175084869,DISPLAY,69,2,9,0,79203553
175182577,READY,70,2,10,1,79203553
175182578,START,71,2,11,-1,79203553
177302897,READY,71,2,11,2,79203553
177303058,START,72,1,2,-1,79203553
178085963,DISPLAY,70,2,10,1,79986457
180087963,DISPLAY,71,2,11,2,79986457
180257952,START,73,3,0,-1,79986457
180257953,READY,72,1,2,0,79986457
181886438,READY,73,3,0,2,79986457
181886440,START,74,3,1,-1,79986457
183092870,DISPLAY,73,3,0,2,79986457
183601470,READY,74,3,1,3,79986457
183601472,START,75,2,3,-1,79986457
185094870,DISPLAY,74,3,1,3,79986457
185819158,READY,75,2,3,1,79986457
185819159,START,76,2,4,-1,79986457
188095963,DISPLAY,72,1,2,0,79986457
188103516,READY,76,2,4,2,79986457
188103517,START,77,2,7,-1,79986457
190097963,DISPLAY,75,2,3,1,81980902
192608851,READY,77,2,7,0,81980902
192608852,START,78,3,5,-1,81980902
193102870,DISPLAY,76,2,4,2,81980903
194529444,READY,78,3,5,2,81980903
194529446,START,79,3,6,-1,81980903
195104870,DISPLAY,78,3,5,2,81980903
196457762,READY,79,3,6,3,81980903
196457764,START,80,2,8,-1,81980903
198105963,DISPLAY,79,3,6,3,81980903
198946270,READY,80,2,8,1,81980903
198946271,START,81,2,11,-1,81980903
200107963,DISPLAY,77,2,7,0,81980903
201517905,READY,81,2,11,2,81980903
201517906,START,82,3,9,-1,81980903
203112870,DISPLAY,80,2,8,1,81980904
203530687,READY,82,3,9,2,81980904
203530689,START,83,3,10,-1,81980904
205114870,DISPLAY,82,3,9,2,81980904
205594695,READY,83,3,10,3,81980904
205594857,START,84,1,2,-1,81980904
207792767,START,85,3,0,-1,81980904
207792768,READY,84,1,2,0,81980904
208115963,DISPLAY,83,3,10,3,82304099
209834255,READY,85,3,0,2,82304100
210117963,DISPLAY,81,2,11,2,82587806
210117964,START,86,3,1,-1,82587807
211873212,READY,86,3,1,3,82587807
211873214,START,87,2,3,-1,82587807
213122870,DISPLAY,85,3,0,2,82587807
214195345,READY,87,2,3,1,82587807
215124870,START,88,2,4,-1,83517331
215124870,DISPLAY,86,3,1,3,83517331
217536951,READY,88,2,4,2,83517331
218125963,START,89,2,5,-1,84106342
218125963,DISPLAY,84,1,2,0,84106342
220127963,DISPLAY,87,2,3,1,86108341
222600713,READY,89,2,5,0,86108341
222600714,START,90,2,6,-1,86108341
223132870,DISPLAY,88,2,4,2,86640496
225134870,DISPLAY,89,2,5,0,86640496
225640882,READY,90,2,6,1,86640496
225640883,START,91,2,7,-1,86640496
228135963,DISPLAY,90,2,6,1,86640496
228197527,READY,91,2,7,2,86640496
228197528,START,92,2,8,-1,86640496
230137963,DISPLAY,91,2,7,2,86640496
230778354,READY,92,2,8,0,86640496
230778355,START,93,2,9,-1,86640496
233142870,DISPLAY,92,2,8,0,86640496
233359497,READY,93,2,9,1,86640496
233359498,START,94,2,10,-1,86640496
235144870,DISPLAY,93,2,9,1,86640496
235967468,READY,94,2,10,2,86640496
235967469,START,95,2,11,-1,86640496
238145964,DISPLAY,94,2,10,2,86640496
238589173,READY,95,2,11,0,86640496
238589334,START,96,1,2,-1,86640496
240147964,DISPLAY,95,2,11,0,86640496
240892124,START,97,3,0,-1,86640496
240892125,READY,96,1,2,1,86640496
243030837,READY,97,3,0,2,86640496
243030839,START,98,3,1,-1,86640496
243152870,DISPLAY,97,3,0,2,86640496
245075293,READY,98,3,1,3,86640496
245075295,START,99,2,5,-1,86640496
245154870,DISPLAY,98,3,1,3,86640496
247733631,READY,99,2,5,2,86640496
247733632,START,100,3,3,-1,86640496
248155964,DISPLAY,96,1,2,1,86640496
249771399,READY,100,3,3,2,86640496
249771402,START,101,3,4,-1,86640497
250157964,DISPLAY,100,3,3,2,86640497
251826395,READY,101,3,4,3,86640497
251826397,START,102,2,8,-1,86640497
253162870,DISPLAY,101,3,4,3,86640497
254633655,READY,102,2,8,0,86640497
254633656,START,103,3,6,-1,86640497
255164870,DISPLAY,99,2,5,2,86640497
256806608,READY,103,3,6,2,86640497
256806611,START,104,3,7,-1,86640498
258165964,DISPLAY,103,3,6,2,86640498
258977416,READY,104,3,7,3,86640498
258977418,START,105,2,11,-1,86640498
260167964,DISPLAY,104,3,7,3,86640498
261866357,READY,105,2,11,1,86640498
261866358,START,106,3,9,-1,86640498
263172870,DISPLAY,102,2,8,0,86640498
264110967,READY,106,3,9,2,86640498
264110970,START,107,3,10,-1,86640499
265174871,DISPLAY,106,3,9,2,86640499
266363449,READY,107,3,10,3,86640499
266363611,START,108,1,2,-1,86640499
268175964,DISPLAY,107,3,10,3,86640499
268695451,START,109,3,0,-1,86640499
268695452,READY,108,1,2,2,86640499
270177964,DISPLAY,105,2,11,1,86640500
270838622,READY,109,3,0,2,86640500
270838625,START,110,3,1,-1,86640501
272942699,READY,110,3,1,3,86640501
272942701,START,111,2,3,-1,86640501
273182871,DISPLAY,109,3,0,2,86640501
275184871,DISPLAY,110,3,1,3,86640501
275390972,READY,111,2,3,0,86640501
275390973,START,112,2,4,-1,86640501
277920660,READY,112,2,4,1,86640501
278185964,START,113,2,5,-1,86905804
278185964,DISPLAY,108,1,2,2,86905804
280187964,DISPLAY,111,2,3,0,88907803
282761227,READY,113,2,5,2,88907803
282761228,START,114,2,8,-1,88907803
283192871,DISPLAY,112,2,4,1,89339445
285194871,DISPLAY,113,2,5,2,89339445
285924506,READY,114,2,8,0,89339445
285924507,START,115,3,6,-1,89339445
288014604,READY,115,3,6,2,89339445
288014606,START,116,3,7,-1,89339445
288195964,DISPLAY,115,3,6,2,89339445
290084356,READY,116,3,7,3,89339445
290084358,START,117,2,11,-1,89339445
290197964,DISPLAY,116,3,7,3,89339445
292884605,READY,117,2,11,1,89339445
292884606,START,118,3,9,-1,89339445
293202871,DISPLAY,114,2,8,0,89339445
294986421,READY,118,3,9,2,89339445
294986424,START,119,3,10,-1,89339446
295204871,DISPLAY,118,3,9,2,89339446
297054406,READY,119,3,10,3,89339446
297054568,START,120,1,2,-1,89339446
298205964,DISPLAY,119,3,10,3,89339446
299393163,START,121,3,0,-1,89339446
299393164,READY,120,1,2,2,89339446
300207964,DISPLAY,117,2,11,1,89339447
301571004,READY,121,3,0,2,89339447
301571007,START,122,3,1,-1,89339448
303212871,DISPLAY,121,3,0,2,89339448
303658349,READY,122,3,1,3,89339448
303658351,START,123,2,5,-1,89339448
305214871,DISPLAY,122,3,1,3,89339448
306270706,READY,123,2,5,0,89339448
306270707,START,124,3,3,-1,89339448
308215964,DISPLAY,120,1,2,2,89339448
308242975,READY,124,3,3,2,89339448
308242978,START,125,3,4,-1,89339449
310217964,DISPLAY,124,3,3,2,89339449
310224886,READY,125,3,4,3,89339449
310224888,START,126,2,8,-1,89339449
312904862,READY,126,2,8,1,89339449
313222871,START,127,3,6,-1,89657457
313222871,DISPLAY,125,3,4,3,89657457
315224871,DISPLAY,123,2,5,0,89657457
315225663,READY,127,3,6,2,89657457
315225666,START,128,3,7,-1,89657458
317233538,READY,128,3,7,3,89657458
317233540,START,129,2,11,-1,89657458
318225964,DISPLAY,127,3,6,2,89657458
320005884,READY,129,2,11,2,89657458
320227965,START,130,3,9,-1,89879538
320227965,DISPLAY,128,3,7,3,89879538
322323084,READY,130,3,9,2,89879538
323232871,DISPLAY,126,2,8,1,90789323
323232872,START,131,3,10,-1,90789324
325234871,DISPLAY,130,3,9,2,90789324
325366675,READY,131,3,10,3,90789324
325366837,START,132,1,2,-1,90789324
327649339,START,133,3,0,-1,90789324
327649340,READY,132,1,2,0,90789324
328235965,DISPLAY,131,3,10,3,91375949
330142455,READY,133,3,0,2,91375950
330237965,DISPLAY,129,2,11,2,91471458
330237966,START,134,3,1,-1,91471459
332054148,READY,134,3,1,3,91471459
332054150,START,135,2,5,-1,91471459
333242871,DISPLAY,133,3,0,2,91471459
334746954,READY,135,2,5,1,91471459
335244871,START,136,3,3,-1,91969375
335244871,DISPLAY,134,3,1,3,91969375
337170508,READY,136,3,3,2,91969375
338245965,DISPLAY,132,1,2,0,93044830
338245966,START,137,3,4,-1,93044831
340233099,READY,137,3,4,3,93044831
340233101,START,138,2,8,-1,93044831
340247965,DISPLAY,136,3,3,2,93044831
343072312,READY,138,2,8,2,93044831
343252871,START,139,3,6,-1,93225389
343252871,DISPLAY,137,3,4,3,93225389
345254871,DISPLAY,135,2,5,1,93225389
345393911,READY,139,3,6,2,93225389
345393914,START,140,3,7,-1,93225390
347554619,READY,140,3,7,3,93225390
347554621,START,141,2,11,-1,93225390
348255965,DISPLAY,139,3,6,2,93225390
350257965,DISPLAY,140,3,7,3,93225390
350450346,READY,141,2,11,0,93225390
350450347,START,142,3,9,-1,93225390
352694992,READY,142,3,9,2,93225390
353262872,DISPLAY,138,2,8,2,93793268
353262873,START,143,3,10,-1,93793269
355264872,DISPLAY,142,3,9,2,93793269
355503542,READY,143,3,10,3,93793269
355503704,START,144,1,2,-1,93793269
357868444,START,145,3,0,-1,93793269
357868445,READY,144,1,2,1,93793269
358265965,DISPLAY,143,3,10,3,94190789
360267965,DISPLAY,141,2,11,0,94190790
360541115,READY,145,3,0,2,94190790
360541118,START,146,3,1,-1,94190791
362774121,READY,146,3,1,3,94190791
362774123,START,147,2,5,-1,94190791
363272872,DISPLAY,145,3,0,2,94190791
365274872,DISPLAY,146,3,1,3,94190791
365385895,READY,147,2,5,2,94190791
365385896,START,148,3,3,-1,94190791
367468974,READY,148,3,3,2,94190791
368275965,DISPLAY,144,1,2,1,94997780
368275966,START,149,3,4,-1,94997781
370277965,DISPLAY,148,3,3,2,94997781
370319901,READY,149,3,4,3,94997781
370319903,START,150,2,8,-1,94997781
372991897,READY,150,2,8,0,94997781
373282872,START,151,3,6,-1,95288755
373282872,DISPLAY,149,3,4,3,95288755
375264559,READY,151,3,6,2,95288755
375284872,DISPLAY,147,2,5,2,95309066
375284873,START,152,3,7,-1,95309067
377266395,READY,152,3,7,3,95309067
377266397,START,153,2,11,-1,95309067
378285965,DISPLAY,151,3,6,2,95309067
379964183,READY,153,2,11,1,95309067
380287965,START,154,3,9,-1,95632848
380287965,DISPLAY,152,3,7,3,95632848
382224723,READY,154,3,9,2,95632848
383292872,DISPLAY,150,2,8,0,96700995
383292873,START,155,3,10,-1,96700996
385270342,READY,155,3,10,3,96700996
385270504,START,156,1,2,-1,96700996
385294872,DISPLAY,154,3,9,2,96700996
387571761,START,157,3,0,-1,96700996
387571762,READY,156,1,2,2,96700996
388295965,DISPLAY,155,3,10,3,97425199
390252029,READY,157,3,0,2,97425200
390297965,DISPLAY,153,2,11,1,97471134
390297966,START,158,3,1,-1,97471135
392167051,READY,158,3,1,3,97471135
392167053,START,159,2,5,-1,97471135
393302872,DISPLAY,157,3,0,2,97471135
394790424,READY,159,2,5,0,97471135
395304872,START,160,3,3,-1,97985582
395304872,DISPLAY,158,3,1,3,97985582
397176053,READY,160,3,3,2,97985582
398305965,DISPLAY,156,1,2,2,99115492
398305966,START,161,3,4,-1,99115493
400215520,READY,161,3,4,3,99115493
400215522,START,162,2,8,-1,99115493
400307965,DISPLAY,160,3,3,2,99115493
402942242,READY,162,2,8,1,99115493
403312872,START,163,3,6,-1,99486122
403312872,DISPLAY,161,3,4,3,99486122
405310962,READY,163,3,6,2,99486122
405314872,DISPLAY,159,2,5,0,99490030
405314873,START,164,3,7,-1,99490031
407369491,READY,164,3,7,3,99490031
407369493,START,165,2,11,-1,99490031
408315966,DISPLAY,163,3,6,2,99490031
410188153,READY,165,2,11,2,99490031
410317966,START,166,3,9,-1,99619843
410317966,DISPLAY,164,3,7,3,99619843
412424041,READY,166,3,9,2,99619843
413322872,DISPLAY,162,2,8,1,100518672
413322873,START,167,3,10,-1,100518673
415324872,DISPLAY,166,3,9,2,100518673
415460743,READY,167,3,10,3,100518673
415460905,START,168,1,2,-1,100518673
417719021,START,169,3,0,-1,100518673
417719022,READY,168,1,2,0,100518673
418325966,DISPLAY,167,3,10,3,101125617
420147573,READY,169,3,0,2,101125618
420327966,DISPLAY,165,2,11,2,101306009
420327967,START,170,3,1,-1,101306010
422114608,READY,170,3,1,3,101306010
422114610,START,171,2,5,-1,101306010
423332872,DISPLAY,169,3,0,2,101306010
424732121,READY,171,2,5,1,101306010
425334872,START,172,3,3,-1,101908760
425334872,DISPLAY,170,3,1,3,101908760
427193321,READY,172,3,3,2,101908760
428335966,DISPLAY,168,1,2,0,103051403
428335967,START,173,3,4,-1,103051404
430242701,READY,173,3,4,3,103051404
430242703,START,174,2,8,-1,103051404
430337966,DISPLAY,172,3,3,2,103051404
433015447,READY,174,2,8,2,103051404
433342873,START,175,3,6,-1,103378829
433342873,DISPLAY,173,3,4,3,103378829
435270041,READY,175,3,6,2,103378829
435344873,DISPLAY,171,2,5,1,103453659
435344874,START,176,3,7,-1,103453660
437243816,READY,176,3,7,3,103453660
437243818,START,177,2,11,-1,103453660
438345966,DISPLAY,175,3,6,2,103453660
440150620,READY,177,2,11,0,103453660
440347966,START,178,3,9,-1,103651005
440347966,DISPLAY,176,3,7,3,103651005
442432591,READY,178,3,9,2,103651005
443352873,DISPLAY,174,2,8,2,104571285
443352874,START,179,3,10,-1,104571286
445354873,DISPLAY,178,3,9,2,104571286
445458776,READY,179,3,10,3,104571286
445458938,START,180,1,2,-1,104571286
447703178,START,181,3,0,-1,104571286
447703179,READY,180,1,2,1,104571286
448355966,DISPLAY,179,3,10,3,105224073
450226339,READY,181,3,0,2,105224074
450357966,DISPLAY,177,2,11,0,105355699
450357967,START,182,3,1,-1,105355700
452243512,READY,182,3,1,3,105355700
452243514,START,183,2,5,-1,105355700
453362873,DISPLAY,181,3,0,2,105355700
454995757,READY,183,2,5,2,105355700
455364873,START,184,3,3,-1,105724815
455364873,DISPLAY,182,3,1,3,105724815
457372989,READY,184,3,3,2,105724815
458365966,DISPLAY,180,1,2,1,106717790
458365967,START,185,3,4,-1,106717791
460367966,DISPLAY,184,3,3,2,106717791
460391903,READY,185,3,4,3,106717791
460391905,START,186,2,8,-1,106717791
463155518,READY,186,2,8,0,106717791
463372873,START,187,3,6,-1,106935145
463372873,DISPLAY,185,3,4,3,106935145
465374873,DISPLAY,183,2,5,2,106935145
465405697,READY,187,3,6,2,106935145
465405700,START,188,3,7,-1,106935146
467445785,READY,188,3,7,3,106935146
467445787,START,189,2,11,-1,106935146
468375966,DISPLAY,187,3,6,2,106935146
470300538,READY,189,2,11,1,106935146
470377966,START,190,3,9,-1,107012573
470377966,DISPLAY,188,3,7,3,107012573
472501684,READY,190,3,9,2,107012573
473382873,DISPLAY,186,2,8,0,107893760
473382874,START,191,3,10,-1,107893761
475384873,DISPLAY,190,3,9,2,107893761
475537907,READY,191,3,10,3,107893761
475538069,START,192,1,2,-1,107893761
477851221,START,193,3,0,-1,107893761
477851222,READY,192,1,2,2,107893761
478385966,DISPLAY,191,3,10,3,108428505
480387966,DISPLAY,189,2,11,1,108428506
480482178,READY,193,3,0,2,108428506
480482181,START,194,3,1,-1,108428507
482550942,READY,194,3,1,3,108428507
482550944,START,195,2,5,-1,108428507
483392873,DISPLAY,193,3,0,2,108428507
485331506,READY,195,2,5,0,108428507
485394873,START,196,3,3,-1,108491873
485394873,DISPLAY,194,3,1,3,108491873
487466207,READY,196,3,3,2,108491873
488395967,DISPLAY,192,1,2,2,109421631
488395968,START,197,3,4,-1,109421632
490397967,DISPLAY,196,3,3,2,109421632
490462328,READY,197,3,4,3,109421632
490462330,START,198,2,8,-1,109421632
493280598,READY,198,2,8,1,109421632
493402873,START,199,3,6,-1,109543906
493402873,DISPLAY,197,3,4,3,109543906
495404873,DISPLAY,195,2,5,0,109543906
495506206,READY,199,3,6,2,109543906
495506209,START,200,3,7,-1,109543907
497610839,READY,200,3,7,3,109543907
497610841,START,201,2,11,-1,109543907
498405967,DISPLAY,199,3,6,2,109543907
500407967,DISPLAY,200,3,7,3,109543907
500452726,READY,201,2,11,2,109543907
500452727,START,202,3,9,-1,109543907
502562436,READY,202,3,9,2,109543907
503412873,DISPLAY,198,2,8,1,110394342
503412874,START,203,3,10,-1,110394343
505414873,DISPLAY,202,3,9,2,110394343
505515116,READY,203,3,10,3,110394343
505515278,START,204,1,2,-1,110394343
507895119,START,205,3,0,-1,110394343
507895120,READY,204,1,2,0,110394343
508415967,DISPLAY,203,3,10,3,110915190
510417967,DISPLAY,201,2,11,2,110915191
510540305,READY,205,3,0,2,110915191
510540308,START,206,3,1,-1,110915192
512643916,READY,206,3,1,3,110915192
512643918,START,207,2,5,-1,110915192
513422873,DISPLAY,205,3,0,2,110915192
515424874,DISPLAY,206,3,1,3,110915192
515479805,READY,207,2,5,1,110915192
515479806,START,208,3,3,-1,110915192
517599477,READY,208,3,3,2,110915192
518425967,DISPLAY,204,1,2,0,111741680
518425968,START,209,3,4,-1,111741681
520427967,DISPLAY,208,3,3,2,111741681
520513796,READY,209,3,4,3,111741681
520513798,START,210,2,8,-1,111741681
523383226,READY,210,2,8,2,111741681
523432874,START,211,3,6,-1,111791328
523432874,DISPLAY,209,3,4,3,111791328
525434874,DISPLAY,207,2,5,1,111791328
525589156,READY,211,3,6,2,111791328
525589159,START,212,3,7,-1,111791329
527716927,READY,212,3,7,3,111791329
527716929,START,213,2,11,-1,111791329
528435967,DISPLAY,211,3,6,2,111791329
530437967,DISPLAY,212,3,7,3,111791329
530574380,READY,213,2,11,0,111791329
530574381,START,214,3,9,-1,111791329
532662807,READY,214,3,9,2,111791329
533442874,DISPLAY,210,2,8,2,112571394
533442875,START,215,3,10,-1,112571395
535444874,DISPLAY,214,3,9,2,112571395
535551311,READY,215,3,10,3,112571395
535551473,START,216,1,2,-1,112571395
538009936,START,217,3,0,-1,112571395
538009937,READY,216,1,2,1,112571395
538445967,DISPLAY,215,3,10,3,113007425
540447967,DISPLAY,213,2,11,0,113007426
540631858,READY,217,3,0,2,113007426
540631861,START,218,3,1,-1,113007427
542797520,READY,218,3,1,3,113007427
542797522,START,219,2,5,-1,113007427
543452874,DISPLAY,217,3,0,2,113007427
545454874,DISPLAY,218,3,1,3,113007427
545640139,READY,219,2,5,2,113007427
545640140,START,220,3,3,-1,113007427
547732141,READY,220,3,3,2,113007427
548455967,DISPLAY,216,1,2,1,113731251
548455968,START,221,3,4,-1,113731252
550457967,DISPLAY,220,3,3,2,113731252
550568861,READY,221,3,4,3,113731252
550568863,START,222,2,8,-1,113731252
553426454,READY,222,2,8,0,113731252
553462874,START,223,3,6,-1,113767671
553462874,DISPLAY,221,3,4,3,113767671
555464874,DISPLAY,219,2,5,2,113767671
555551644,READY,223,3,6,2,113767671
555551647,START,224,3,7,-1,113767672
557632219,READY,224,3,7,3,113767672
557632221,START,225,2,11,-1,113767672
558465967,DISPLAY,223,3,6,2,113767672
560453520,READY,225,2,11,1,113767672
560467967,START,226,3,9,-1,113782118
560467967,DISPLAY,224,3,7,3,113782118
562532045,READY,226,3,9,2,113782118
563472874,DISPLAY,222,2,8,0,114722945
563472875,START,227,3,10,-1,114722946
565474874,DISPLAY,226,3,9,2,114722946
565548270,READY,227,3,10,3,114722946
565548432,START,228,1,2,-1,114722946
568104927,START,229,3,0,-1,114722946
568104928,READY,228,1,2,2,114722946
568475967,DISPLAY,227,3,10,3,115093985
570477968,DISPLAY,225,2,11,1,115093986
570479282,READY,229,3,0,2,115093986
