cycle,event,id,type,temporal_reference,bank,hold_total
621416912,READY,233,3,4,3,151199029
621416914,START,234,2,8,-1,151199029
622529968,DISPLAY,232,3,3,2,151199029
624206106,READY,234,2,8,1,151199029
625534875,START,235,3,6,-1,152527797
625534875,DISPLAY,233,3,4,3,152527797
627455848,READY,235,3,6,2,152527797
627536875,DISPLAY,231,2,5,0,152608822
627536876,START,236,3,7,-1,152608823
629439620,READY,236,3,7,3,152608823
629439622,START,237,2,11,-1,152608823
630537968,DISPLAY,235,3,6,2,152608823
632128794,READY,237,2,11,2,152608823
632539968,START,238,3,9,-1,153019996
632539968,DISPLAY,236,3,7,3,153019996
634428953,READY,238,3,9,2,153019996
635544875,DISPLAY,234,2,8,1,154135916
635544876,START,239,3,10,-1,154135917
637413992,READY,239,3,10,3,154135917
637414154,START,240,1,2,-1,154135917
637546875,DISPLAY,238,3,9,2,154135917
639944672,START,241,3,0,-1,154135917
639944673,READY,240,1,2,0,154135917
640547968,DISPLAY,239,3,10,3,154739212
642516413,READY,241,3,0,2,154739213
642549968,DISPLAY,237,2,11,2,154772766
642549969,START,242,3,1,-1,154772767
644456888,READY,242,3,1,3,154772767
644456890,START,243,2,5,-1,154772767
645554875,DISPLAY,241,3,0,2,154772767
647074986,READY,243,2,5,1,154772767
647556875,START,244,3,3,-1,155254655
647556875,DISPLAY,242,3,1,3,155254655
649372520,READY,244,3,3,2,155254655
651560875,DISPLAY,240,1,2,0,157443008
651560876,START,245,3,4,-1,157443009
653362463,READY,245,3,4,3,157443009
653362465,START,246,2,8,-1,157443009
654561969,DISPLAY,244,3,3,2,157443009
656013369,READY,246,2,8,2,157443009
657566875,START,247,3,6,-1,158996514
657566875,DISPLAY,245,3,4,3,158996514
659407056,READY,247,3,6,2,158996514
659568875,DISPLAY,243,2,5,1,159158331
659568876,START,248,3,7,-1,159158332
661385680,READY,248,3,7,3,159158332
661385682,START,249,2,11,-1,159158332
662569969,DISPLAY,247,3,6,2,159158332
663996317,READY,249,2,11,0,159158332
664571969,START,250,3,9,-1,159733983
664571969,DISPLAY,248,3,7,3,159733983
666374937,READY,250,3,9,2,159733983
667576875,DISPLAY,246,2,8,2,160935919
667576876,START,251,3,10,-1,160935920
669379865,READY,251,3,10,3,160935920
669380027,START,252,1,2,-1,160935920
669578875,DISPLAY,250,3,9,2,160935920
671873086,START,253,3,0,-1,160935920
671873087,READY,252,1,2,1,160935920
672579969,DISPLAY,251,3,10,3,161642802
674462745,READY,253,3,0,2,161642803
674581969,DISPLAY,249,2,11,0,161762025
674581970,START,254,3,1,-1,161762026
676386232,READY,254,3,1,3,161762026
676386234,START,255,2,5,-1,161762026
677586875,DISPLAY,253,3,0,2,161762026
678987299,READY,255,2,5,2,161762026
679588875,START,256,3,3,-1,162363601
679588875,DISPLAY,254,3,1,3,162363601
681304667,READY,256,3,3,2,162363601
683592876,DISPLAY,252,1,2,1,164651808
683592877,START,257,3,4,-1,164651809
685293547,READY,257,3,4,3,164651809
685293549,START,258,2,8,-1,164651809
686593969,DISPLAY,256,3,3,2,164651809
687884258,READY,258,2,8,0,164651809
689598876,START,259,3,6,-1,166366426
689598876,DISPLAY,257,3,4,3,166366426
691349273,READY,259,3,6,2,166366426
691600876,DISPLAY,255,2,5,2,166618027
691600877,START,260,3,7,-1,166618028
693303895,READY,260,3,7,3,166618028
693303897,START,261,2,11,-1,166618028
694601969,DISPLAY,259,3,6,2,166618028
695935645,READY,261,2,11,1,166618028
696603969,START,262,3,9,-1,167286351
696603969,DISPLAY,260,3,7,3,167286351
698310937,READY,262,3,9,2,167286351
699608876,DISPLAY,258,2,8,0,168584288
699608877,START,263,3,10,-1,168584289
701269984,READY,263,3,10,3,168584289
701270146,START,264,1,2,-1,168584289
701610876,DISPLAY,262,3,9,2,168584289
703663467,START,265,3,0,-1,168584289
703663468,READY,264,1,2,2,168584289
704611969,DISPLAY,263,3,10,3,169532790
706368025,READY,265,3,0,2,169532791
706613969,DISPLAY,261,2,11,1,169778733
706613970,START,266,3,1,-1,169778734
708249880,READY,266,3,1,3,169778734
708249882,START,267,2,5,-1,169778734
709618876,DISPLAY,265,3,0,2,169778734
710700514,READY,267,2,5,0,169778734
711620876,START,268,3,3,-1,170699095
711620876,DISPLAY,266,3,1,3,170699095
713264067,READY,268,3,3,2,170699095
715624876,DISPLAY,264,1,2,2,173059902
715624877,START,269,3,4,-1,173059903
717293776,READY,269,3,4,3,173059903
717293778,START,270,2,8,-1,173059903
718625969,DISPLAY,268,3,3,2,173059903
719876488,READY,270,2,8,1,173059903
721630876,START,271,3,6,-1,174814290
721630876,DISPLAY,269,3,4,3,174814290
723366681,READY,271,3,6,2,174814290
723632876,DISPLAY,267,2,5,0,175080483
723632877,START,272,3,7,-1,175080484
725390467,READY,272,3,7,3,175080484
725390469,START,273,2,11,-1,175080484
726633969,DISPLAY,271,3,6,2,175080484
728018558,READY,273,2,11,2,175080484
728635969,START,274,3,9,-1,175697894
728635969,DISPLAY,272,3,7,3,175697894
730451433,READY,274,3,9,2,175697894
731640876,DISPLAY,270,2,8,1,176887335
731640877,START,275,3,10,-1,176887336
733456848,READY,275,3,10,3,176887336
733457010,START,276,1,2,-1,176887336
733642876,DISPLAY,274,3,9,2,176887336
735850702,START,277,3,0,-1,176887336
735850703,READY,276,1,2,0,176887336
736643970,DISPLAY,275,3,10,3,177680603
738364375,READY,277,3,0,2,177680604
738645970,DISPLAY,273,2,11,2,177962197
738645971,START,278,3,1,-1,177962198
740285778,READY,278,3,1,3,177962198
740285780,START,279,2,5,-1,177962198
741650876,DISPLAY,277,3,0,2,177962198
742803482,READY,279,2,5,1,177962198
743652876,START,280,3,3,-1,178811591
743652876,DISPLAY,278,3,1,3,178811591
745302712,READY,280,3,3,2,178811591
747656876,DISPLAY,276,1,2,0,181165753
747656877,START,281,3,4,-1,181165754
749365133,READY,281,3,4,3,181165754
749365135,START,282,2,8,-1,181165754
750657970,DISPLAY,280,3,3,2,181165754
751952697,READY,282,2,8,2,181165754
753662876,START,283,3,6,-1,182875932
753662876,DISPLAY,281,3,4,3,182875932
755415480,READY,283,3,6,2,182875932
755664876,DISPLAY,279,2,5,1,183125326
755664877,START,284,3,7,-1,183125327
757434576,READY,284,3,7,3,183125327
757434578,START,285,2,11,-1,183125327
758665970,DISPLAY,283,3,6,2,183125327
760106666,READY,285,2,11,0,183125327
760667970,START,286,3,9,-1,183686630
760667970,DISPLAY,284,3,7,3,183686630
762420944,READY,286,3,9,2,183686630
763672876,DISPLAY,282,2,8,2,184938560
763672877,START,287,3,10,-1,184938561
765435800,READY,287,3,10,3,184938561
765435962,START,288,1,2,-1,184938561
765674877,DISPLAY,286,3,9,2,184938561
767826823,READY,288,1,2,1,184938561
768675970,DISPLAY,287,3,10,3,185787707
770677970,DISPLAY,285,2,11,0,185787707
774681970,DISPLAY,288,1,2,1,189791707
