cycle,event,id,type,temporal_reference,bank,hold_total
112019962,DISPLAY,43,2,7,2,62839817
114339242,READY,44,2,8,0,62839817
114339243,START,45,2,9,-1,62839817
115024869,DISPLAY,44,2,8,0,63525442
117380220,READY,45,2,9,1,63525442
117380221,START,46,2,11,-1,63525442
119028869,DISPLAY,45,2,9,1,65174089
121468030,READY,46,2,11,2,65174089
121468031,START,47,3,10,-1,65174089
122959293,READY,47,3,10,2,65174089
122959455,START,48,1,0,-1,65174089
124031962,DISPLAY,47,3,10,2,65174089
124979007,START,49,2,2,-1,65174089
124979008,READY,48,1,0,0,65174089
126033962,DISPLAY,46,2,11,2,65174089
126642289,READY,49,2,2,1,65174089
126642290,START,50,3,1,-1,65174089
127773624,READY,50,3,1,2,65174089
127773626,START,51,2,3,-1,65174089
129038869,DISPLAY,50,3,1,2,65174089
130706658,READY,51,2,3,2,65174089
130706659,START,52,2,5,-1,65174089
132039962,DISPLAY,49,2,2,1,65174089
134041962,DISPLAY,51,2,3,2,67176089
134416510,READY,52,2,5,0,67176089
134416511,START,53,3,4,-1,67176089
135587024,READY,53,3,4,2,67176089
135587026,START,54,2,6,-1,67176089
137046869,DISPLAY,53,3,4,2,67176089
137280138,READY,54,2,6,1,67176089
137280139,START,55,2,7,-1,67176089
139047138,READY,55,2,7,2,67176089
139047139,START,56,2,8,-1,67176089
139048869,DISPLAY,52,2,5,0,67176089
142049962,DISPLAY,54,2,6,1,70177182
143790718,READY,56,2,8,0,70177182
143790719,START,57,2,9,-1,70177182
145054869,DISPLAY,56,2,8,0,71441331
147043098,READY,57,2,9,1,71441331
147043099,START,58,2,10,-1,71441331
147056869,DISPLAY,57,2,9,1,71455100
149030882,READY,58,2,10,2,71455100
149030883,START,59,2,11,-1,71455100
150057962,DISPLAY,58,2,10,2,72482178
152024390,READY,59,2,11,0,72482178
152024551,START,60,1,0,-1,72482178
152059962,DISPLAY,59,2,11,0,72482178
154099325,START,61,2,3,-1,72482178
154099326,READY,60,1,0,1,72482178
156164266,READY,61,2,3,2,72482178
156164267,START,62,3,1,-1,72482178
157569208,READY,62,3,1,2,72482178
157569210,START,63,3,2,-1,72482178
159030712,READY,63,3,2,3,72482178
159030714,START,64,2,4,-1,72482178
159068869,DISPLAY,62,3,1,2,72482178
161085510,READY,64,2,4,0,72482178
162069963,START,65,2,7,-1,73466630
162069963,DISPLAY,63,3,2,3,73466630
164071963,DISPLAY,61,2,3,2,73466630
164094790,READY,65,2,7,1,73489457
164094792,START,66,3,5,-1,73489458
165720856,READY,66,3,5,2,73489458
165720858,START,67,3,6,-1,73489458
167076869,DISPLAY,66,3,5,2,73489458
167196264,READY,67,3,6,3,73489458
167196266,START,68,2,8,-1,73489458
169210494,READY,68,2,8,2,73489458
170077963,START,69,2,9,-1,74356926
170077963,DISPLAY,67,3,6,3,74356926
172079963,DISPLAY,65,2,7,1,74356926
172144410,READY,69,2,9,0,74421373
172144412,START,70,2,10,-1,74421374
175084869,DISPLAY,69,2,9,0,77361830
177189775,READY,70,2,10,1,77361830
177189776,START,71,2,11,-1,77361830
178085963,DISPLAY,70,2,10,1,78258016
180215578,READY,71,2,11,2,78258016
180215739,START,72,1,2,-1,78258016
182089963,DISPLAY,71,2,11,2,78258016
182388768,START,73,3,0,-1,78258016
182388769,READY,72,1,2,0,78258016
184021949,READY,73,3,0,2,78258016
184021951,START,74,3,1,-1,78258016
185094870,DISPLAY,73,3,0,2,78258016
185741416,READY,74,3,1,3,78258016
185741418,START,75,2,3,-1,78258016
187096870,DISPLAY,74,3,1,3,78258016
187964486,READY,75,2,3,1,78258016
187964487,START,76,2,4,-1,78258016
190097963,DISPLAY,71,2,11,2,78258016
194101963,DISPLAY,75,2,3,1,82262016
194243441,READY,76,2,4,2,82262016
194243442,START,77,2,7,-1,82262016
197106870,DISPLAY,76,2,4,2,85125443
199622882,READY,77,2,7,0,85125443
199622883,START,78,3,5,-1,85125443
201547368,READY,78,3,5,2,85125443
201547370,START,79,3,6,-1,85125443
203112870,DISPLAY,78,3,5,2,85125443
203479351,READY,79,3,6,3,85125443
203479353,START,80,2,8,-1,85125443
205973218,READY,80,2,8,1,85125443
206113963,START,81,2,11,-1,85266187
206113963,DISPLAY,79,3,6,3,85266187
208115963,DISPLAY,77,2,7,0,85266187
211120870,DISPLAY,80,2,8,1,88271094
211651810,READY,81,2,11,2,88271094
211651811,START,82,3,9,-1,88271094
213669231,READY,82,3,9,2,88271094
213669233,START,83,3,10,-1,88271094
215124870,DISPLAY,82,3,9,2,88271094
215735229,READY,83,3,10,3,88271094
215735391,START,84,1,2,-1,88271094
217933876,START,85,3,0,-1,88271094
217933877,READY,84,1,2,0,88271094
218125963,DISPLAY,83,3,10,3,88463180
219848120,READY,85,3,0,2,88463181
220127963,DISPLAY,81,2,11,2,88743022
220127964,START,86,3,1,-1,88743023
221885555,READY,86,3,1,3,88743023
221885557,START,87,2,3,-1,88743023
223132870,DISPLAY,85,3,0,2,88743023
224212294,READY,87,2,3,1,88743023
225134870,START,88,2,4,-1,89665598
225134870,DISPLAY,86,3,1,3,89665598
227552441,READY,88,2,4,2,89665598
227552442,START,89,2,5,-1,89665598
228135963,DISPLAY,84,1,2,0,89665598
232139963,DISPLAY,87,2,3,1,93669598
233993798,READY,89,2,5,0,93669598
233993799,START,90,2,6,-1,93669598
235144870,DISPLAY,89,2,5,0,94820668
237658525,READY,90,2,6,1,94820668
237658526,START,91,2,7,-1,94820668
238145964,DISPLAY,90,2,6,1,95308105
240708785,READY,91,2,7,2,95308105
240708786,START,92,2,8,-1,95308105
242149964,DISPLAY,91,2,7,2,96749282
244735970,READY,92,2,8,0,96749282
244735971,START,93,2,9,-1,96749282
245154870,DISPLAY,92,2,8,0,97168180
247741397,READY,93,2,9,1,97168180
247741398,START,94,2,10,-1,97168180
249158870,DISPLAY,93,2,9,1,98585651
251772074,READY,94,2,10,2,98585651
251772075,START,95,2,11,-1,98585651
252159964,DISPLAY,94,2,10,2,98973539
254787010,READY,95,2,11,0,98973539
254787171,START,96,1,2,-1,98973539
256163964,DISPLAY,95,2,11,0,98973539
257090387,START,97,3,0,-1,98973539
257090388,READY,96,1,2,1,98973539
259229976,READY,97,3,0,2,98973539
259229978,START,98,3,1,-1,98973539
261170870,DISPLAY,97,3,0,2,98973539
261276264,READY,98,3,1,3,98973539
261276266,START,99,2,5,-1,98973539
263172870,DISPLAY,98,3,1,3,98973539
263940122,READY,99,2,5,2,98973539
263940123,START,100,3,3,-1,98973539
265980600,READY,100,3,3,2,98973539
266173964,DISPLAY,95,2,11,0,99166901
266173965,START,101,3,4,-1,99166902
268230504,READY,101,3,4,3,99166902
268230506,START,102,2,8,-1,99166902
270177964,DISPLAY,100,3,3,2,99166902
272990790,READY,102,2,8,0,99166902
273182871,START,103,3,6,-1,99358982
273182871,DISPLAY,101,3,4,3,99358982
275184871,DISPLAY,99,2,5,2,99358982
275357885,READY,103,3,6,2,99358982
275357888,START,104,3,7,-1,99358983
277531581,READY,104,3,7,3,99358983
277531583,START,105,2,11,-1,99358983
278185964,DISPLAY,103,3,6,2,99358983
280187964,DISPLAY,104,3,7,3,99358983
280425642,READY,105,2,11,1,99358983
280425643,START,106,3,9,-1,99358983
282673072,READY,106,3,9,2,99358983
283192871,DISPLAY,102,2,8,0,99878780
283192872,START,107,3,10,-1,99878781
285194871,DISPLAY,106,3,9,2,99878781
285448217,READY,107,3,10,3,99878781
285448379,START,108,1,2,-1,99878781
287780490,START,109,3,0,-1,99878781
287780491,READY,108,1,2,2,99878781
288195964,DISPLAY,107,3,10,3,100294254
290197964,DISPLAY,105,2,11,1,100294255
290348496,READY,109,3,0,2,100294255
290348499,START,110,3,1,-1,100294256
292461849,READY,110,3,1,3,100294256
292461851,START,111,2,3,-1,100294256
293202871,DISPLAY,109,3,0,2,100294256
294915413,READY,111,2,3,0,100294256
295204871,START,112,2,4,-1,100583713
295204871,DISPLAY,110,3,1,3,100583713
297739946,READY,112,2,4,1,100583713
297739947,START,113,2,5,-1,100583713
299208871,DISPLAY,108,1,2,2,100583713
302209964,DISPLAY,111,2,3,0,103584806
303266274,READY,113,2,5,2,103584806
303266275,START,114,2,8,-1,103584806
305214871,DISPLAY,113,2,5,2,105533401
307951742,READY,114,2,8,0,105533401
307951743,START,115,3,6,-1,105533401
310046097,READY,115,3,6,2,105533401
310046099,START,116,3,7,-1,105533401
310217964,DISPLAY,115,3,6,2,105533401
312118712,READY,116,3,7,3,105533401
312118714,START,117,2,11,-1,105533401
312219964,DISPLAY,116,3,7,3,105533401
314924289,READY,117,2,11,1,105533401
314924290,START,118,3,9,-1,105533401
315224871,DISPLAY,114,2,8,0,105533401
317029053,READY,118,3,9,2,105533401
317029056,START,119,3,10,-1,105533402
317226871,DISPLAY,118,3,9,2,105533402
319099188,READY,119,3,10,3,105533402
319099350,START,120,1,2,-1,105533402
320227965,DISPLAY,119,3,10,3,105533402
321438362,START,121,3,0,-1,105533402
321438363,READY,120,1,2,2,105533402
322229965,DISPLAY,117,2,11,1,105533403
323620541,READY,121,3,0,2,105533403
323620544,START,122,3,1,-1,105533404
325234871,DISPLAY,121,3,0,2,105533404
325712105,READY,122,3,1,3,105533404
325712107,START,123,2,5,-1,105533404
327236871,DISPLAY,122,3,1,3,105533404
328329498,READY,123,2,5,0,105533404
328329499,START,124,3,3,-1,105533404
330305769,READY,124,3,3,2,105533404
331240871,DISPLAY,120,1,2,2,106468504
331240872,START,125,3,4,-1,106468505
333229033,READY,125,3,4,3,106468505
333229035,START,126,2,8,-1,106468505
334241965,DISPLAY,124,3,3,2,106468505
335914310,READY,126,2,8,1,106468505
337246871,START,127,3,6,-1,107801065
337246871,DISPLAY,125,3,4,3,107801065
339248871,DISPLAY,123,2,5,0,107801065
339253200,READY,127,3,6,2,107801065
339253203,START,128,3,7,-1,107801066
341265177,READY,128,3,7,3,107801066
341265179,START,129,2,11,-1,107801066
342249965,DISPLAY,127,3,6,2,107801066
344042779,READY,129,2,11,2,107801066
344251965,START,130,3,9,-1,108010251
344251965,DISPLAY,128,3,7,3,108010251
346350288,READY,130,3,9,2,108010251
347256872,DISPLAY,126,2,8,1,108916833
347256873,START,131,3,10,-1,108916834
349258872,DISPLAY,130,3,9,2,108916834
349394024,READY,131,3,10,3,108916834
349394186,START,132,1,2,-1,108916834
351677019,START,133,3,0,-1,108916834
351677020,READY,132,1,2,0,108916834
352259965,DISPLAY,131,3,10,3,109499779
354170420,READY,133,3,0,2,109499780
354261965,DISPLAY,129,2,11,2,109591323
354261966,START,134,3,1,-1,109591324
356082792,READY,134,3,1,3,109591324
356082794,START,135,2,5,-1,109591324
357266872,DISPLAY,133,3,0,2,109591324
358781622,READY,135,2,5,1,109591324
359268872,START,136,3,3,-1,110078573
359268872,DISPLAY,134,3,1,3,110078573
361199312,READY,136,3,3,2,110078573
363272872,DISPLAY,132,1,2,0,112152131
363272873,START,137,3,4,-1,112152132
365264336,READY,137,3,4,3,112152132
365264338,START,138,2,8,-1,112152132
366273965,DISPLAY,136,3,3,2,112152132
368109226,READY,138,2,8,2,112152132
369278872,START,139,3,6,-1,113321777
369278872,DISPLAY,137,3,4,3,113321777
371280872,DISPLAY,135,2,5,1,113321777
371424793,READY,139,3,6,2,113321777
371424796,START,140,3,7,-1,113321778
373591571,READY,140,3,7,3,113321778
373591573,START,141,2,11,-1,113321778
374281965,DISPLAY,139,3,6,2,113321778
376283965,DISPLAY,140,3,7,3,113321778
376493444,READY,141,2,11,0,113321778
376493445,START,142,3,9,-1,113321778
378741176,READY,142,3,9,2,113321778
379288872,DISPLAY,138,2,8,2,113869472
379288873,START,143,3,10,-1,113869473
381290872,DISPLAY,142,3,9,2,113869473
381532953,READY,143,3,10,3,113869473
381533115,START,144,1,2,-1,113869473
383898229,START,145,3,0,-1,113869473
383898230,READY,144,1,2,1,113869473
384291965,DISPLAY,143,3,10,3,114263208
386293965,DISPLAY,141,2,11,0,114263209
386570088,READY,145,3,0,2,114263209
386570091,START,146,3,1,-1,114263210
388805840,READY,146,3,1,3,114263210
388805842,START,147,2,5,-1,114263210
389298872,DISPLAY,145,3,0,2,114263210
391300872,DISPLAY,146,3,1,3,114263210
391423258,READY,147,2,5,2,114263210
391423259,START,148,3,3,-1,114263210
393512516,READY,148,3,3,2,114263210
395304872,DISPLAY,144,1,2,1,116055564
395304873,START,149,3,4,-1,116055565
397353320,READY,149,3,4,3,116055565
397353322,START,150,2,8,-1,116055565
398305965,DISPLAY,148,3,3,2,116055565
400030777,READY,150,2,8,0,116055565
401310872,START,151,3,6,-1,117335659
401310872,DISPLAY,149,3,4,3,117335659
403297921,READY,151,3,6,2,117335659
403312872,DISPLAY,147,2,5,2,117350608
403312873,START,152,3,7,-1,117350609
405300174,READY,152,3,7,3,117350609
405300176,START,153,2,11,-1,117350609
406313966,DISPLAY,151,3,6,2,117350609
408003418,READY,153,2,11,1,117350609
408315966,START,154,3,9,-1,117663156
408315966,DISPLAY,152,3,7,3,117663156
410257616,READY,154,3,9,2,117663156
411320872,DISPLAY,150,2,8,0,118726410
411320873,START,155,3,10,-1,118726411
413304041,READY,155,3,10,3,118726411
413304203,START,156,1,2,-1,118726411
413322872,DISPLAY,154,3,9,2,118726411
415606311,START,157,3,0,-1,118726411
415606312,READY,156,1,2,2,118726411
416323966,DISPLAY,155,3,10,3,119444065
418285776,READY,157,3,0,2,119444066
418325966,DISPLAY,153,2,11,1,119484254
418325967,START,158,3,1,-1,119484255
420200632,READY,158,3,1,3,119484255
420200634,START,159,2,5,-1,119484255
421330872,DISPLAY,157,3,0,2,119484255
422829759,READY,159,2,5,0,119484255
423332872,START,160,3,3,-1,119987367
423332872,DISPLAY,158,3,1,3,119987367
425211576,READY,160,3,3,2,119987367
427336872,DISPLAY,156,1,2,2,122112661
427336873,START,161,3,4,-1,122112662
429251708,READY,161,3,4,3,122112662
429251710,START,162,2,8,-1,122112662
430337966,DISPLAY,160,3,3,2,122112662
431984098,READY,162,2,8,1,122112662
433342873,START,163,3,6,-1,123471436
433342873,DISPLAY,161,3,4,3,123471436
435344873,DISPLAY,159,2,5,0,123471436
435347048,READY,163,3,6,2,123471436
435347051,START,164,3,7,-1,123471437
437405288,READY,164,3,7,3,123471437
437405290,START,165,2,11,-1,123471437
438345966,DISPLAY,163,3,6,2,123471437
440229596,READY,165,2,11,2,123471437
440347966,START,166,3,9,-1,123589806
440347966,DISPLAY,164,3,7,3,123589806
442457807,READY,166,3,9,2,123589806
443352873,DISPLAY,162,2,8,1,124484870
443352874,START,167,3,10,-1,124484871
445354873,DISPLAY,166,3,9,2,124484871
445494632,READY,167,3,10,3,124484871
445494794,START,168,1,2,-1,124484871
447753827,START,169,3,0,-1,124484871
447753828,READY,168,1,2,0,124484871
448355966,DISPLAY,167,3,10,3,125087009
450181353,READY,169,3,0,2,125087010
450357966,DISPLAY,165,2,11,2,125263621
450357967,START,170,3,1,-1,125263622
452148761,READY,170,3,1,3,125263622
452148763,START,171,2,5,-1,125263622
453362873,DISPLAY,169,3,0,2,125263622
454771682,READY,171,2,5,1,125263622
455364873,START,172,3,3,-1,125856812
455364873,DISPLAY,170,3,1,3,125856812
457228221,READY,172,3,3,2,125856812
459368873,DISPLAY,168,1,2,0,127997462
459368874,START,173,3,4,-1,127997463
461280696,READY,173,3,4,3,127997463
461280698,START,174,2,8,-1,127997463
462369966,DISPLAY,172,3,3,2,127997463
464059018,READY,174,2,8,2,127997463
465374873,START,175,3,6,-1,129313317
465374873,DISPLAY,173,3,4,3,129313317
467306777,READY,175,3,6,2,129313317
467376873,DISPLAY,171,2,5,1,129383411
467376874,START,176,3,7,-1,129383412
469280878,READY,176,3,7,3,129383412
469280880,START,177,2,11,-1,129383412
470377966,DISPLAY,175,3,6,2,129383412
472193461,READY,177,2,11,0,129383412
472379966,START,178,3,9,-1,129569916
472379966,DISPLAY,176,3,7,3,129569916
474469736,READY,178,3,9,2,129569916
475384873,DISPLAY,174,2,8,2,130485051
475384874,START,179,3,10,-1,130485052
477386873,DISPLAY,178,3,9,2,130485052
477496168,READY,179,3,10,3,130485052
477496330,START,180,1,2,-1,130485052
479741027,START,181,3,0,-1,130485052
479741028,READY,180,1,2,1,130485052
480387966,DISPLAY,179,3,10,3,131131990
482263771,READY,181,3,0,2,131131991
482389966,DISPLAY,177,2,11,0,131258184
482389967,START,182,3,1,-1,131258185
484281448,READY,182,3,1,3,131258185
484281450,START,183,2,5,-1,131258185
485394873,DISPLAY,181,3,0,2,131258185
487039801,READY,183,2,5,2,131258185
487396873,START,184,3,3,-1,131615256
487396873,DISPLAY,182,3,1,3,131615256
489411561,READY,184,3,3,2,131615256
491400873,DISPLAY,180,1,2,1,133604566
491400874,START,185,3,4,-1,133604567
493432089,READY,185,3,4,3,133604567
493432091,START,186,2,8,-1,133604567
494401967,DISPLAY,184,3,3,2,133604567
496200574,READY,186,2,8,0,133604567
497406873,START,187,3,6,-1,134810865
497406873,DISPLAY,185,3,4,3,134810865
499408873,DISPLAY,183,2,5,2,134810865
499444761,READY,187,3,6,2,134810865
499444764,START,188,3,7,-1,134810866
501490024,READY,188,3,7,3,134810866
501490026,START,189,2,11,-1,134810866
502409967,DISPLAY,187,3,6,2,134810866
504350914,READY,189,2,11,1,134810866
504411967,START,190,3,9,-1,134871918
504411967,DISPLAY,188,3,7,3,134871918
506541081,READY,190,3,9,2,134871918
507416873,DISPLAY,186,2,8,0,135747708
507416874,START,191,3,10,-1,135747709
509418873,DISPLAY,190,3,9,2,135747709
509578088,READY,191,3,10,3,135747709
509578250,START,192,1,2,-1,135747709
511891933,START,193,3,0,-1,135747709
511891934,READY,192,1,2,2,135747709
512419967,DISPLAY,191,3,10,3,136275742
514421967,DISPLAY,189,2,11,1,136275743
514522902,READY,193,3,0,2,136275743
514522905,START,194,3,1,-1,136275744
516599025,READY,194,3,1,3,136275744
516599027,START,195,2,5,-1,136275744
517426874,DISPLAY,193,3,0,2,136275744
519385470,READY,195,2,5,0,136275744
519428874,START,196,3,3,-1,136319147
519428874,DISPLAY,194,3,1,3,136319147
521505916,READY,196,3,3,2,136319147
523432874,DISPLAY,192,1,2,2,138246103
523432875,START,197,3,4,-1,138246104
525505243,READY,197,3,4,3,138246104
525505245,START,198,2,8,-1,138246104
526433967,DISPLAY,196,3,3,2,138246104
528329655,READY,198,2,8,1,138246104
529438874,START,199,3,6,-1,139355322
529438874,DISPLAY,197,3,4,3,139355322
531440874,DISPLAY,195,2,5,0,139355322
531548517,READY,199,3,6,2,139355322
531548520,START,200,3,7,-1,139355323
533660091,READY,200,3,7,3,139355323
533660093,START,201,2,11,-1,139355323
534441967,DISPLAY,199,3,6,2,139355323
536443967,DISPLAY,200,3,7,3,139355323
536507072,READY,201,2,11,2,139355323
536507073,START,202,3,9,-1,139355323
538622832,READY,202,3,9,2,139355323
539448874,DISPLAY,198,2,8,1,140181363
539448875,START,203,3,10,-1,140181364
541450874,DISPLAY,202,3,9,2,140181364
541558475,READY,203,3,10,3,140181364
541558637,START,204,1,2,-1,140181364
543938759,START,205,3,0,-1,140181364
543938760,READY,204,1,2,0,140181364
544451967,DISPLAY,203,3,10,3,140694571
546453967,DISPLAY,201,2,11,2,140694572
546582910,READY,205,3,0,2,140694572
546582913,START,206,3,1,-1,140694573
548692794,READY,206,3,1,3,140694573
548692796,START,207,2,5,-1,140694573
549458874,DISPLAY,205,3,0,2,140694573
551460874,DISPLAY,206,3,1,3,140694573
551533854,READY,207,2,5,1,140694573
551533855,START,208,3,3,-1,140694573
553659723,READY,208,3,3,2,140694573
555464874,DISPLAY,204,1,2,0,142499722
555464875,START,209,3,4,-1,142499723
557558553,READY,209,3,4,3,142499723
557558555,START,210,2,8,-1,142499723
558465967,DISPLAY,208,3,3,2,142499723
560434357,READY,210,2,8,2,142499723
561470874,START,211,3,6,-1,143536239
561470874,DISPLAY,209,3,4,3,143536239
563472874,DISPLAY,207,2,5,1,143536239
563633788,READY,211,3,6,2,143536239
563633791,START,212,3,7,-1,143536240
565767882,READY,212,3,7,3,143536240
565767884,START,213,2,11,-1,143536240
566473967,DISPLAY,211,3,6,2,143536240
568475967,DISPLAY,212,3,7,3,143536240
568631322,READY,213,2,11,0,143536240
568631323,START,214,3,9,-1,143536240
570725767,READY,214,3,9,2,143536240
571480874,DISPLAY,210,2,8,2,144291345
571480875,START,215,3,10,-1,144291346
573482874,DISPLAY,214,3,9,2,144291346
573595275,READY,215,3,10,3,144291346
573595437,START,216,1,2,-1,144291346
576054220,START,217,3,0,-1,144291346
576054221,READY,216,1,2,1,144291346
576483968,DISPLAY,215,3,10,3,144721093
578485968,DISPLAY,213,2,11,0,144721094
578677062,READY,217,3,0,2,144721094
578677065,START,218,3,1,-1,144721095
580849613,READY,218,3,1,3,144721095
580849615,START,219,2,5,-1,144721095
581490874,DISPLAY,217,3,0,2,144721095
583492874,DISPLAY,218,3,1,3,144721095
583698457,READY,219,2,5,2,144721095
583698458,START,220,3,3,-1,144721095
585797355,READY,220,3,3,2,144721095
587496874,DISPLAY,216,1,2,1,146420612
587496875,START,221,3,4,-1,146420613
589616317,READY,221,3,4,3,146420613
589616319,START,222,2,8,-1,146420613
590497968,DISPLAY,220,3,3,2,146420613
592479640,READY,222,2,8,0,146420613
593502874,START,223,3,6,-1,147443846
593502874,DISPLAY,221,3,4,3,147443846
595504874,DISPLAY,219,2,5,2,147443846
595598808,READY,223,3,6,2,147443846
595598811,START,224,3,7,-1,147443847
597685353,READY,224,3,7,3,147443847
597685355,START,225,2,11,-1,147443847
598505968,DISPLAY,223,3,6,2,147443847
600507968,DISPLAY,224,3,7,3,147443847
600512838,READY,225,2,11,1,147443847
600512839,START,226,3,9,-1,147443847
602581976,READY,226,3,9,2,147443847
603512875,DISPLAY,222,2,8,0,148374744
603512876,START,227,3,10,-1,148374745
605514875,DISPLAY,226,3,9,2,148374745
605593147,READY,227,3,10,3,148374745
605593309,START,228,1,2,-1,148374745
608150074,START,229,3,0,-1,148374745
608150075,READY,228,1,2,2,148374745
608515968,DISPLAY,227,3,10,3,148740638
610517968,DISPLAY,225,2,11,1,148740639
610525368,READY,229,3,0,2,148740639
610525371,START,230,3,1,-1,148740640
612455913,READY,230,3,1,3,148740640
612455915,START,231,2,5,-1,148740640
613522875,DISPLAY,229,3,0,2,148740640
615189047,READY,231,2,5,0,148740640
615524875,START,232,3,3,-1,149076467
615524875,DISPLAY,230,3,1,3,149076467
617406312,READY,232,3,3,2,149076467
619528875,DISPLAY,228,1,2,2,151199028
619528876,START,233,3,4,-1,151199029
